content,label,score,is_match
4月28日下午，由南通市委书记吴新明，市委副书记、市长张彤率领的南通市党政代表团一行来宝山学习考察，参观科技创新和产业创新发展，深化两地沟通交流，促进优势互补、共同提升。区委书记李晨昊，区委副书记、代理区长邓小冬，副区长陈汇青接待代表团一行。。南通市党政代表团一行首先来到吴淞炮台湾国家湿地公园参观考察，先后前往观景平台、滨江木栈道、军事广场、矿坑花园，听取公园建设、生态修复等情况介绍。吴淞炮台湾国家湿地公园位于长江、黄浦江、东海三水汇合之地，是著名的上海吴淞口水上门户。吴淞炮台湾国家湿地公园生态修复秉承“废弃钢渣利用、滩涂湿地保护、文化元素重建”等理念，实现观光旅游于一体、野趣人文相呼应，人类、自然、军事、生态和谐共生。。随后，南通市党政代表团一行来到吴淞口国际邮轮港，听取邮轮港建设、邮轮复航等情况介绍，并跟随登船离船动线沿途参观。吴淞口国际邮轮港是目前中国规模最大、功能最齐全的专业邮轮码头，可同时容纳四艘邮轮停靠。当前，吴淞口国际邮轮港正以首个“中国邮轮旅游发展示范区”揭牌为契机，着力打造具有全球影响力的国际一流邮轮母港，积极建设“快乐港口”“智慧港口”“绿色港口”“示范港口”和“共赢港口”。。李晨昊表示，当前，宝山正按照市委、市政府关于“南北转型”战略部署，加快“一地两区”建设，推动“三个转型”，发展“六大产业”，建设“四个城区”，加快建设成为上海服务辐射长三角的北翼节点、上海北部经济发展新的增长极。宝山与南通隔江相望，希望双方不断加强合作交流力度，优势互补、协同发力、共同提升，共谱创新合作新篇章，为推进长三角一体化发展国家战略作出新的更大贡献。。吴新明表示，此次来宝山考察学习，实地感受到宝山蓄势待发、蒸蒸日上的发展势头，收获颇丰。当前，南通坚持把创新作为引领发展的第一动力，加快跨江融合，打造重要支点，深度融入长三角一体化发展和上海大都市圈建设，在产业集聚度、开放融合度、城市显示度、群众满意度等方面取得了新的突破。未来，希望与宝山围绕生态保护、产业发展等领域深化合作交流，共同推动长江口两岸高质量发展。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,政府领导到其他城市考察学习或访问,0.64557039638157,True
上海市普陀区党政代表团赴云南省昆明市学习考察2023-07-20来源：普陀区人民政府 字号： 大中小。7月15日至16日，区委书记姜冬冬率领普陀区党政代表团一行到云南省昆明市学习考察，双方围绕承接产业转移等工作进行沟通对接，推动落实沪滇对口协作联席会议确定合作事项。普陀区领导李红珍、张伟，区相关部门、街道负责同志参加。云南省委常委、昆明市委书记刘洪建，昆明市委副书记、市长刘佳晨，昆明市领导刘申寿、尹凌云、普利锋、安恩法等陪同考察。。普陀区党政代表团先后到中老磨憨—磨丁经济合作区、昆明规划馆、宝丰湿地进行实地考察，详细了解中老磨憨—磨丁经济合作区建设以及昆明经济社会发展、城市规划建设管理、生态文明建设等方面情况。。在考察交流中，双方表示将充分发挥东西部协作机制作用，在以往良好合作的基础上，重点围绕产业转移、乡村振兴等方面，加快谋划一批重点项目，推动一批重点企业、产学研合作机构落地昆明，推动两地协作取得更加丰硕的成果，携手打造东西部协作新典范。。自2017年普陀区与昆明市开展东西部协作工作以来，普陀区委区政府围绕“中央要求、昆明所需、普陀所能”，坚持“政府主导、社会动员、全员参与”三管齐下，在人才交流、劳务协作、教育帮扶、医疗援助、产业合作等领域与昆明市开展了全方位深层次合作，双方结下了深情厚谊，合作取得了丰硕成果。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,政府领导到其他城市考察学习或访问,0.740587044300961,True
学习“杭州经验” 宝山区处级党政负责干部政治能力建设专题班赴杭州市学习考察2023-02-13来源：宝山区人民政府 字号： 大中小。2月8日，2023年宝山区处级党政负责干部政治能力建设专题班正式开班，作为此次专题班学习内容之一，2月9日全天，区委书记陈杰，区委副书记、区长高奕奕，区人大常委会主任李萍分别带队，赴杭州开展现场教学，实地参观考察科创集群打造、城市功能布局、科创生态建设、数字经济赋能等好的经验做法和优秀案例，集各家之长，创宝山之新。杭州市委常委、副市长胥伟华，市委常委、余杭区委书记刘颖，西湖区委副书记、区长周扬等领导热情欢迎宝山专题学习班的到来。区委常委陈永献、洪晴、徐静、郑益川、陈云彬、孟庆源等参加学习考察。。在阿里巴巴集团，陈杰一行参观了集团展厅，了解了公司业务架构。20多年来，阿里巴巴已由一家电子商务公司彻底蜕变为以技术驱动，包含数字商业、金融科技、智慧物流、云计算等场景的平台，服务着数以亿计的消费者和数千万的中小企业。陈杰表示，发展是永恒的主题，创新是永恒的动力。各部门、街镇“一把手”要对标先进、拉高标杆，求突破、求创新、谋发展，保持“扛旗争先”的冲劲，勇当奋发有为的“施工队长”。。杭州未来科技城（海创园）是中组部、国资委确定的全国4个未来科技城之一，是第三批国家级海外高层次人才创新创业基地，列入中央企业集中建设人才基地。在这里，陈杰听取了科技城产业集聚、产业政策、产城融合发展等情况介绍。陈杰表示，人才是城市最重要的资源和面向未来发展的源动力，当前，宝山正全力打造上海科创中心主阵地，离不开人才队伍的支撑。我们要完善扶持政策体系，积极吸引和支持高层次人才创新创业，打造人才高地，为宝山“北转型”提供人才支撑和智力保障。。陈杰还来到梦想小镇，考察调研特色小镇建设。据悉，梦想小镇涵盖互联网创业小镇和天使小镇两大内容。互联网创业小镇重点鼓励和支持“泛大学生”群体创办互联网相关领域产品研发、生产、经营和技术（工程）服务的企业；天使小镇着力构建覆盖企业发展初创期、成长期、成熟期等各个不同发展阶段的金融服务体系。陈杰表示，我们要结合宝山特色，统筹城乡发展，不断推进特色小镇建设，让小镇发展带动更多就业，推进创新创业发展。。在上海市宝山区与杭州市余杭区工作交流座谈会上，双方分享了交流发展经验，学习借鉴先进理念。陈杰表示，余杭区围绕科技创新久久为功，科创成果日新月异、区域发展有目共睹，对宝山转型发展有着极强的参考价值和实践意义。如今，宝山正紧密围绕上海发展大局，着力建设上海科创中心主阵地，深入推动“北转型”发展。新的发展阶段，各部门要全面贯彻新发展理念，以系统思维把生态打造好、把系统集成好，站高看远、走深走实，敢闯、敢干、敢拼，跳出局限思维，提高发展站位。希望以此次参观考察为契机，学习余杭区先进的理念、成功的模式，让宝山“主阵地、主城区、样板区”建设在博采众长的基础上创新突破。。高奕奕一行首先来到蚂蚁集团，参观蚂蚁集团展厅，详细了解了蚂蚁集团整体发展情况、未来科技布局和数字科技情况。高奕奕表示，近年来，依托科技创新和新兴技术产业发展，杭州取得的成绩有目共睹。要以此次学习考察为契机，积极学习杭州的先进经验和蚂蚁集团的创新技术理念，为宝山加速推进“北转型”和建设“主阵地、主城区、样板区”赋能增效。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,政府领导到其他城市考察学习或访问,0.5772697766800843,True
2月17日、18日，闵行代表团赴安徽省淮南市学习考察。自2020年闵行区与淮南市建立战略合作关系以来，双方在众多领域开展合作、密切交流，形成了互学互鉴、共享共赢的良好局面。2021年12月，国家发改委印发《沪苏浙城市结对合作帮扶皖北城市实施方案》，明确了闵行区与淮南市结对合作事宜，使两地的结对合作上升为落实国家战略的重要举措。。在2月17日举行的上海市闵行区、安徽省淮南市合作发展座谈会上，闵行区委副书记、区长陈华文，区人大常委会副主任陈皋，副区长可晓林、区政协副主席谢辉与淮南市委书记任泽锋，市委副书记、市长张志强围绕深化结对合作等事宜进行了深入交流。。2月18日，第二届淮南转型发展大会举行，大会主题为“高质量、一体化”。安徽省委常委、合肥市委书记虞爱华出席，淮南市委书记任泽锋与闵行区委副书记、区长陈华文分别致辞，淮南市委副书记、市长张志强主持会议。会上，闵行区人民政府与淮南市人民政府共同为闵行·淮南科创产业园揭牌。。任泽锋表示，淮南围绕《结对合作帮扶行动方案》，与闵行紧密携手、各展所长、协同发力，两地互动交流更加密切、项目对接更加高效、合作领域更加宽广，各项工作都跑出了加速度、体现了高质量。下一步，淮南要着眼投资、市场、人才、服务等领域，等高对接闵行的先进理念和拼搏劲头，借助自主招商、产业协同、人才交流、民生共享等模式，依托闵行·淮南科创产业园、闵行·淮南科创孵化基地等平台，持续推进高质量招商、产业、智力、民生合作。2023年，淮南要以更加开放的心态、更加主动的作为，围绕结对合作帮扶行动方案和年度重点工作事项，深化合作，互利共赢，携手打造结对合作帮扶的全国样板。。陈华文表示，闵行与淮南地域相近、人缘相亲、经济相融、文化相通。自2020年闵行区与淮南市建立战略合作关系以来，双方高度重视，持续深化结对合作，签署了建立友好市区暨战略合作框架协议，出台了结对合作帮扶行动方案，两地领导相继带队开展实地考察访问，共同推动规划衔接、政策对接、产业承接，推进了一批合作成果落地，形成了互学互鉴、共享共赢的良好局面。下一步，我们要牢记使命任务，紧扣高质量和一体化，积极贯彻落实国家重大战略；要充分发挥闵淮两地的比较优势、资源禀赋，聚焦产业共建、联合招商、市场合作、民生共享等重点领域，全力跑出结对合作加速度；要强化目标导向，通过充分对接、精准摸排、深入调研、评估问效，切实打造一批有特色、有亮点、能示范、可复制的合作项目。进一步推动两地在战略共推、创新共进、产业共链、园区共建、资本共促、民生共享等方面不断做深做实，努力成为长三角标志性、引领性的结对合作帮扶典范。。近年来，闵行区和淮南市深入贯彻落实长三角一体化发展战略，按照国家发改委结对合作帮扶部署，围绕《结对合作帮扶行动方案》，在制造业全面合作、做好农产品保障供应、推动项目和资本高效对接、提升民生共享水平、开展干部互派挂职交流等7个方面开展紧密合作。在2022年结对帮扶10个重点事项，特别是闵行·淮南科创产业园建设正加快推进，自2022年以来，已签约淮南英众智能电子终端产业园、合众新能源汽车核心零部件产业园等43个上海项目，总投资约165亿元，其中闵行重点项目2个，分别为投资50亿元的德力新能源汽车产业基地和投资10亿元的老龙眼智慧公园项目，目前已先期引进投资20亿元的英众智能电子终端产业园、投资3.3亿元的菱天汽车零部件等一批项目，推动“闵淮”合作共赢迈上新的台阶。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,政府领导到其他城市考察学习或访问,0.9527110528939894,True
共叙山海深情 同谱协作新篇 杨浦区代表团赴云南学习考察2024-04-24来源：杨浦区人民政府 字号： 大中小。为贯彻落实中央、市委部署要求，全力推动沪滇协作工作走深走实，进一步巩固协作成果、丰富协作内容、拓展协作领域，近日，杨浦区委书记薛侃率杨浦代表团赴云南省迪庆州香格里拉市，丽江市玉龙县、永胜县、宁蒗县，深入当地乡镇村落、产业基地、学校医院，实地考察杨浦区对口协作工作推进落实情况，并在四地分别召开东西部协作联席会议，签署2024年东西部协作协议。。薛侃指出，杨浦区要深入贯彻落实习近平总书记关于深化东西部协作和定点帮扶工作的重要指示精神，按照云南上海两地党委、政府有关部署要求，与云南干部群众一起同向发力、同题共答，巩固拓展脱贫攻坚成果，持续加大教育医疗等方面合作力度，因地制宜打造特色产业，精准务实推进乡村振兴，在协作上再上新台阶、新水平、新高度，让两地群众有更多获得感、幸福感、安全感。。学习考察期间，代表团先后会见了香格里拉市委副书记、市长巨燕冬，丽江市委书记浦虹，丽江市委副书记、市长李刚，玉龙县委书记李自红，永胜县委书记和永宏，宁蒗县委副书记、县长黎建勇。杨浦区委常委、常务副区长尼冰，杨浦区委常委、政法委书记胡煜昂，杨浦区人大常委会副主任董海明，杨浦区政协副主席明依，香格里拉市副市长李建华，丽江市委秘书长李伟，丽江市副市长周开举参加相关活动。薛侃、尼冰等还看望慰问了上海援滇干部人才代表。。自结对共建以来，杨浦区携手云南省香格里拉市、丽江市，坚持“民生为本、产业为重、规划为先、人才为要”的工作方针，聚焦两地产业发展、乡村建设、教育卫生、劳务协作、区域宣传等领域，深入推进对口协作工作，成功打赢脱贫攻坚这场硬仗，建立了深厚的山海情谊。进入助力云南实现巩固拓展脱贫攻坚成果同乡村振兴有效衔接的新阶段，杨浦区积极探索创新协作机制，持续打响做实“组团式”教育、卫生帮扶品牌，加快向科技、农业、园区管理等领域拓展。。产业发展是促进对口地区自我发展、长远发展的根本，产业兴旺，乡村振兴才能步入快车道。在玉龙县太安乡太安村，由杨浦区援建的云南白药丽江生态科技产业园标准厂房及配套设施建设已通过验收并投入使用。杨浦代表团认真聆听沪滇资金投入使用情况和园区发展规划，实地察看了药材趁鲜加工标准化厂房等运作情况。据悉，项目自运行以来，极大促进了玉龙县中药材产业种植、加工、销售一体化发展。仅在2023年，该项目通过收购农药和中药材，为6000多名群众解决了“卖药难”问题，极大促进了群众增收。今年，两地将重点推进园区药材育种和深加工项目建设，助力玉龙县道地中药材产业加快延链、补链、强链。。在永胜县街西村，杨浦区援建的柠檬沃柑精深加工项目成效显著，柠檬产业已被列入全县重点产业。代表团一行走进标准厂房内，一颗颗新鲜透亮的柠檬正随着传送带有序进入生产线。从清洗到去皮到精加工，厂房内柠香四溢，代表团就自动化、标准化、规模化的生产模式与相关方进行深入交流。在杨浦区的支持下，永胜县充分发挥高原特色农业的比较优势，重点打造柠檬种苗培育、种植、深粗加工、精加工及营销于一体的品牌示范基地，推进农产品精加工产业向规模化、标准化和品牌化农业发展。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,政府领导到其他城市考察学习或访问,0.973705172097077,True
追寻总书记考察杨浦足迹 奋力推进人民城市建设 杨浦区委举行中心组学习会2023-09-27来源：杨浦区人民政府 字号： 大中小。为深入学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神，深刻学习领会习近平总书记在主题教育工作会议上的重要讲话精神，9月26日上午，杨浦区委举行中心组学习会，组织参会人员重走总书记考察杨浦的足迹，重温总书记考察杨浦重要讲话指示，在实地学习、实地感悟中进一步感受总书记深厚的人民情怀、体悟总书记的深邃思想。杨浦区委书记薛侃主持会议并讲话。杨浦区委副书记、区长周海鹰，杨浦区人大常委会主任程绣明，杨浦区政协主席邰荀等区四套班子领导参加。。习近平总书记曾先后三次到杨浦区考察调研，给予杨浦民生工作亲切关心、悉心指导，亲自接待信访群众、处理信访矛盾，鲜明提出“人民城市人民建，人民城市为人民”的重要理念，为杨浦区发展提供了思想指引、行动指南。薛侃一行追寻总书记足迹，依次参观考察了杨浦区殷行街道“阳光之家”、杨浦区五角场街道建新居委会、杨浦滨江和“人人屋”党群服务站，并通过与亲历者对话，了解总书记考察时的具体细节和殷殷嘱托。。在杨浦区殷行街道“阳光之家”，薛侃一行参观习近平同志走进殷行——“牢记殷殷嘱托 践行初心使命”主题展陈，并听取关于2007年4月3日习近平总书记调研杨浦区殷行街道时的相关情况介绍。时任市委书记的习近平将到岗后基层社区的第一站调研地点选在了杨浦区殷行街道，实地走访了街道社区卫生服务中心、“阳光之家”、开业园区、敬老院、社区文化活动中心、社区事务受理服务中心等6个公共服务“窗口”，他每到一处都与居民亲切握手，关切询问居民冷暖，受到居民热烈欢迎。。2007年9月19日，习近平总书记到杨浦区接待信访群众，并在接待结束后召开座谈会。“在两个小时里，市领导们接待了二十批信访群众，认真倾听群众呼声，耐心解答群众疑问，一起探讨解决方案。”在建新居委会，时任信访办主任的杨继承向薛侃一行介绍了当时的相关情况。。随后，薛侃一行来到杨浦滨江，沿着2019年11月2日习近平总书记考察杨浦滨江时的路线，重温人民城市重要理念提出的场景环境。在“人人屋”党群服务站，杨浦区委书记薛侃说，杨浦滨江从“工业锈带”到“生活秀带”的变迁，是杨浦区践行人民城市重要理念的生动实践，未来要继续聚焦人民群众的高品质生活需求和高效率服务追求，以更高标准、更严要求打造更优质的公共生活空间和公共服务设施，团结带领人民群众共建共享美好生活。。学习会上，杨浦区委书记薛侃指出，总书记三次到杨浦区考察调研，是对杨浦区的特别关怀，是对杨浦工作的特别指导，更是对杨浦发展的特别期许。追寻总书记足迹，追的是“全心全意为人民服务”的初心，寻的是马克思主义的立场观点方法。我们要深入学习领会总书记的重要讲话和重要指示，不断在学习中深化、在思考中内化、在实践中转化，全力推进人民城市新实践，建设属于人民、服务人民、成就人民的美好杨浦。。要站稳人民立场，树立和践行正确政绩观。始终坚持把为民造福作为最大政绩，一切决策和工作都要着眼于更好满足人民需求、经得起人民检验。要大处着眼，在发展中保障和改善民生，加强基础性、普惠性、兜底性民生保障，加快补齐民生领域短板，推动公共服务提质扩面，不断满足人民群众对美好生活的向往。要小处着手，办好群众有感的关键小事，坚持把人民群众满意不满意作为评判主题教育成效的根本标准，聚焦“老大难”问题，力争相关工作取得新进展、实现新突破。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,政府领导到其他城市考察学习或访问,0.0,True
市退役军人事务局党组召开理论学习中心组扩大会议传达学习贯彻习近平总书记考察上海重要讲话精神和深入推进长三角一体化发展座谈会精神。12月5日上午，市退役军人事务局召开局党组理论学习中心组（扩大）会议，集中传达学习贯彻习近平总书记考察上海重要讲话精神和深入推进长三角一体化发展座谈会精神，并传达了陈吉宁书记在市委常委会扩大会议上的讲话精神和在全市领导干部会议上的讲话精神，对局系统学习宣传贯彻习近平总书记重要讲话精神进行部署。局党组书记、局长邓小冬主持会议并作讲话。局党组成员、一级巡视员屈新平，局党组成员、副局长丁振文、包尔基、严玉鹏出席会议。。会议强调，要充分认清学习习近平总书记考察上海重要讲话精神的重大意义，全面落实市委学习贯彻的各项要求。把学习习近平总书记考察上海重要讲话精神作为当前最重要最紧迫的政治任务和头等大事抓紧抓好，将其作为开展主题教育、党员干部教育培训、调查研究等工作的重要内容，通过研讨交流、专题辅导、联组学习等形式不断提升学习效果，抓好讲话精神的贯彻落实。。会议指出，要在学深悟透和紧扣职责上下功夫，聚焦退役军人事务领域抓好贯彻落实。习近平总书记在考察上海期间和在深入推进长三角一体化发展座谈会上发表的重要讲话中，提出了一系列新定位、新论断、新要求、新任务，为做好各项工作提供了根本遵循和行动指南，要深刻领会，加深理解，全面对标对表，逐一逐项抓好贯彻落实。。会议要求，要加强作风建设，切实把习近平总书记重要讲话精神转化为推动工作高质量发展的自觉行动。要把深入学习习近平总书记重要讲话精神与深入学习习近平总书记关于退役军人工作重要论述结合起来，努力加快退役军人工作理念思路、政策制度和方式方法创新，增强做好退役军人工作的责任感和使命感，不断涵养为军服务情怀，孜孜践行总书记的殷殷嘱托，以新的作为创造新的业绩、交出新的答卷。。会上，局党组理论学习中心组成员代表、局机关处室党支部书记代表、局属事业单位党组织负责人代表分别作交流发言。。习近平总书记考察上海时强调，“上海是我们党的诞生地，要用好一大会址等红色资源，弘扬伟大建党精神”。要牢记习近平总书记的谆谆教导，在光荣之城，讲好红色故事。要建设好烈士纪念设施，打造红色教育阵地，成为缅怀英烈、进行爱国主义教育的重要平台；要保护好烈士纪念设施，做好烈士文物征集、革命史料编研、展览展陈策划，拓展红色教育课堂；要利用好烈士纪念设施，开展有特色、有影响、辐射广的主题教育活动，丰富红色教育教材，打造具有上海英烈褒扬特色的党课系列，引导党员、干部缅怀英烈、致敬英雄，凝聚家国情怀。。要坚持深入结合学，以习近平总书记重要讲话精神为根本遵循，推动退役军人工作高质量发展，将学习宣传贯彻纳入全市军休干部思想政治引领和基层党组织建设的重要内容，凝聚思想共识；要自觉站在党和国家工作大局、国防和军队建设全局的高度，努力探索一条体现“排头兵”责任与担当的新路子；要秉持“人民城市人民建、人民城市为人民”的发展理念，不断提升退役军人获得感、幸福感、荣誉感，激发退役军人在城市治理中的主体作用，在上海人民城市建设中展现退役军人的独特作为。。要在上海打造中国特色社会主义文化光荣之城中凸显退役军人力量，着力提升保家卫国的家国情怀、忠诚奉献的军旅文化、军地一家的国防意识等文化特质的显示度，全面梳理和打造具有军的特色的红色文化品牌；要在上海走出一条中国特色超大城市治理现代化新路中凸显退役军人力量，站在强国梦的高度，站在长三角一体化和上海建成社会主义现代化国际大都市的高度来思考和谋划，以有温度的工作服务广大退役军人和优抚对象。,不属于政府领导到其他城市考察学习的新闻,0.6459972072444953,True
宝山区委常委会举行会议传达学习习近平总书记在四川考察时的重要讲话精神2022-06-20来源：宝山区人民政府 字号： 大中小。会议传达学习习近平总书记在四川考察时的重要讲话精神和李强书记在市委常委会会议学习贯彻习近平总书记考察四川时有关重要讲话精神时的讲话精神。会议指出，要坚决贯彻落实党中央、市委决策部署，始终绷紧疫情防控这根弦，高效统筹疫情防控与经济社会发展，奋力夺取大上海保卫战的全面胜利。要毫不动摇坚持“动态清零”总方针，以“时时放心不下”的责任和担当，坚定信心，抓紧抓实疫情防控重点工作，坚决巩固住来之不易的疫情防控成果。要全面做好改革发展稳定各项工作，全面贯彻新发展理念，主动服务和融入新发展格局，做好维护社会稳定各项工作，努力保持国泰民安的社会环境、风清气正的政治环境，以实际行动迎接党的二十大胜利召开。。会议专题研究全面从严治党工作，审议通过《2022年度中共上海市宝山区委全面从严治党任务清单》和《宝山区开展“干部队伍作风集中整顿”年活动实施方案》。会议指出全面从严治党是新时代党的自我革命的伟大实践，开辟了百年大党自我革命的新境界，要充分发扬彻底的自我革命精神，增强政治自觉，保持强大韧劲，弘扬伟大建党精神，秉持自我革命精神，始终坚持严的主基调，坚持不懈把全面从严治党向纵深推进。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,不属于政府领导到其他城市考察学习的新闻,0.6865708050817403,True
合力推动创新链产业链供应链人才链融合发展 务实推进科技创新和产业创新跨区域协同 松江区党政代表团赴南昌学习考察。1月11日至12日，松江区党政代表团赴南昌学习考察，全面完整准确贯彻新发展理念，深入贯彻落实习近平总书记考察上海重要讲话精神和深入推进长三角一体化发展座谈会精神，全面落实沪赣交流座谈会要求，进一步深化两地合作对接、加强优势互补，推动创新链、产业链、供应链、人才链融合发展，务实推进科技创新和产业创新跨区域协同。江西省委常委、南昌市委书记，赣江新区党工委书记李红军会见松江区委书记程向民一行，南昌市委副书记、市长万广明，松江区委副书记、区长王靖，区人大常委会主任赵汝青，区政协主席刘其龙，区委副书记韦明等参加考察。。代表团一行先后前往万寿宫历史文化街区、滕王阁景区和航空工业洪都大部件车间、江西兆驰晶显有限公司、江西美晨通讯有限公司，详细了解南昌通过发展夜间经济、打造文旅地标赋能文旅活力的相关情况，深入考察南昌重点产业布局、技术研发、产品创新等方面的亮点举措。。李红军代表市委、市政府对上海市松江区党政代表团一行表示欢迎。他表示，南昌正全面落实省会引领战略，深入推进“一枢纽四中心”建设，坚持制造业立市不动摇，深入实施制造业重点产业链现代化建设“8810”行动计划，着力强产业、优环境、提效能、促发展。松江区是上海高端制造业主阵地和科创中心重要承载区，谋划推动长三角G60科创走廊建设，创造了许多值得学习借鉴的好做法、好经验。希望两地密切沟通协作，发挥各自优势，围绕交通设施互联互通、科技创新协同协作、公共资源共建共享、技术人才交流交往等方面深化务实合作，深化双方在航空、电子信息等领域的产业协作，以科技创新引领先进制造业发展，积极培育先进制造业集群，持续壮大战略性新兴产业，共同谱写两地高质量发展的新篇章。。程向民表示，南昌历史悠久、底蕴深厚，产业完备、特色鲜明，是闻名遐迩的“天下英雄城”，在全面落实省会引领战略中始终走在前、勇争先、善作为，推动城市综合实力和发展能级取得了高质量跨越式提升，值得松江深入学习。当前，松江正深入贯彻落实习近平总书记考察上海重要讲话精神，加快建设具有国际影响力的“三先”走廊和重要创新策源地，高质量建设“科创、人文、生态”现代化新松江。面向未来，松江将进一步与南昌深化合作对接、加强优势互补，充分发挥长三角G60科创走廊国家战略重要平台功能，共筑科技创新策源地、共建世界级产业集群、共育国际一流创新生态，合力推动创新链、产业链、供应链、人才链融合发展，务实推进科技创新和产业创新跨区域协同，携手更好服务国家发展战略和现代化建设大局。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,政府领导到其他城市考察学习或访问,0.8039230603488897,True
更强担当更实举措做好对口支援工作 陈吉宁率上海市代表团在陈刚陪同下来到果洛藏族自治州学习考察。7月8日至9日，陈吉宁率上海市代表团赴青海果洛学习考察。这是9日上午，陈吉宁与陈刚一同来到玛多县玛查理镇噶丹村看望公保一家，祝愿生活美满幸福。陈正宝 摄。解放日报讯 沪青共饮一江水，山海携手谱新篇。7月8日至9日，上海市委书记陈吉宁率领的上海市代表团在青海省委书记、省人大常委会主任陈刚的陪同下，来到平均海拔4200米以上的果洛藏族自治州学习考察，深入医院、学校、企业和脱贫群众家中，了解对口帮扶项目推进落实情况，倾听当地干部群众想法建议，看望慰问上海援青干部人才。陈吉宁指出，要深入学习贯彻习近平总书记考察青海重要讲话精神，以更强担当、更高标准、更实举措做好对口支援青海果洛各项工作，与青海干部群众一道巩固脱贫攻坚成果，推进乡村全面振兴，坚决筑牢生态屏障，全力打造凝聚人心工程、民族团结工程、高质量发展工程，为推进中国式现代化作出更大贡献。。上海对口支援青海果洛十四年来，坚持“民生为本、产业为重、规划为先、人才为要”，累计实施各类帮扶项目1016个，助力果洛如期打赢脱贫攻坚战，持续做好巩固脱贫攻坚成果同乡村振兴有效衔接，持续促进当地特色产业高质量发展，持续推动铸牢中华民族共同体意识。。8日上午，上海市代表团一下飞机，直接驱车前往果洛藏族自治州人民医院，了解上海“组团式”医疗援青助力果洛医疗卫生事业发展和州人民医院医疗水平提升等情况。在上海持续帮扶下，该医院搭建起“2小时救治圈”、智慧云医疗服务等平台，紧密联动各县乡级医院，与上海及省内多所一流医院高效合作，缓解了偏远地区患者就医难等问题。沪青领导察看了急诊创伤中心、医学影像中心、远程会诊视频教学室，同就诊群众亲切交谈，关切询问病情及诊疗方案，叮嘱两地医护人员要精心施治，祝愿就诊群众早日康复。在看望援青医疗人才代表时，陈吉宁勉励大家秉持医者仁心，充分发挥所长，全力救死扶伤，让当地群众在家门口就能享受优质高效的医疗健康服务。要与当地医护人员加强交流互鉴，共促果洛医疗水平不断提升、人才队伍持续壮大。。突出产业引领，做好“特色”文章、增强“造血”功能，沪青两地在产业协作上不断加强双向赋能。上海市代表团来到果洛雪山食品有限公司，参观“雪山1959”文化展陈馆，了解企业与上海援青的不解之缘。上世纪五十年代，一批上海工人响应国家号召，带着技术和设备来到果洛，协助当地建设乳品厂，参与开发的系列产品成为众多青海人童年的美好记忆。听到企业在上海援青支持下，成为果洛首个“中华老字号”企业，当前正新建现代化生产加工扶贫车间，预计可为50余户脱贫户提供就业岗位，陈吉宁叮嘱援青干部要持续关注企业发展，发挥好上海大市场大流通大平台优势，帮助企业明晰发展定位，提升产品质量，拓展销售渠道，打响特色品牌，推动沪青产业协作、消费协作不断取得新成效。。上海市代表团还前往久治县门堂乡女儿湾、玛多县黄河源，了解黄河沿线生态环境保护及援青文旅产业发展情况，就协同保护“中华水塔”、打造生态文旅品牌等，同青海、果洛负责同志深入交流讨论。陈吉宁说，我们要认真学习借鉴青海扛起三江源头保护重大责任、全力打造生态文明高地的好经验好做法好作风，进一步深化对当地生态环境和资源禀赋的认识，把加强生态环境保护、实现生态功能最大化作为主要任务，推动高水平生态保护和高质量发展相得益彰。结合绿色低碳转型，在项目、技术、人才、市场等方面加强高效对接和协同联动，做好优势互补、发展互动、政策互通、市场互联等文章，努力探索走出一条生态优先、绿色发展新路子。,政府领导到其他城市考察学习或访问,0.7818648748990891,True
