code,province,city,topic,date,url,content,content.1,label,score,is_match
7,河北省,邢台市,我市在京举办好南关演出系列活动,2023-12-07,http://www.xingtai.gov.cn/ywdt/jrxt/xtyw/202312/t20231207_678361.html,（记者王润恒）12月5日至6日，我市选送河北梆子现代戏《好南关》进京演出并举办系列活动，推介“太行泉城”城市品牌，邀请在京乡贤同叙乡情友谊，汇聚智慧力量，助推“工业立市、文化兴市”战略实施。市政协主席邱文双，市委常委、常务副市长郑传记参加系列活动。。《好南关》生动讲述了王宝泉、赵丽琴等邢襄儿女走上抗美援朝战场的故事。此次演出，邢台籍在京企业家、各界知名人士约700人到场观看。“这部剧展示了好南关商人胸怀祖国、心系家乡的精神。我们在北京打拼的同时，也惦念着家乡。”宁晋县人、北京天兵科技有限公司火箭电气系统副总设计师张建宏说，希望有一天把高新技术带回去，为建设“太行泉城、美丽邢台”添砖加瓦。。在京期间，邱文双、郑传记与邢台市在京各界人士围绕做大做强做热中心城区开展座谈交流，与会人员深入了解特色旅游城市建设、重塑制造业强市风采等情况，为家乡高质量发展出谋划策。我市还组织考察团到旭阳集团北京总部考察学习，并举办了河北梆子现代戏《好南关》专家研讨会等活动。,（记者王润恒）12月5日至6日，我市选送河北梆子现代戏《好南关》进京演出并举办系列活动，推介“太行泉城”城市品牌，邀请在京乡贤同叙乡情友谊，汇聚智慧力量，助推“工业立市、文化兴市”战略实施。市政协主席邱文双，市委常委、常务副市长郑传记参加系列活动。。《好南关》生动讲述了王宝泉、赵丽琴等邢襄儿女走上抗美援朝战场的故事。此次演出，邢台籍在京企业家、各界知名人士约700人到场观看。“这部剧展示了好南关商人胸怀祖国、心系家乡的精神。我们在北京打拼的同时，也惦念着家乡。”宁晋县人、北京天兵科技有限公司火箭电气系统副总设计师张建宏说，希望有一天把高新技术带回去，为建设“太行泉城、美丽邢台”添砖加瓦。。在京期间，邱文双、郑传记与邢台市在京各界人士围绕做大做强做热中心城区开展座谈交流，与会人员深入了解特色旅游城市建设、重塑制造业强市风采等情况，为家乡高质量发展出谋划策。我市还组织考察团到旭阳集团北京总部考察学习，并举办了河北梆子现代戏《好南关》专家研讨会等活动。,政府领导到其他城市考察学习或访问,0.0,True
7,河北省,邢台市,咸阳市考察团来我市考察学习农村清洁取暖工,2023-11-24,http://www.xingtai.gov.cn/ywdt/jrxt/bmdt/jsj/202311/t20231124_677854.html,11月23日，陕西省咸阳市委常委、副市长杨武民一行4人到我市考察学习农村清洁取暖工作。。杨武民一行先后到任泽区大屯乡小屯村气代煤户、任泽区清洁取暖设备维保服务中心、内丘县大孟村镇梁源店村气代煤户、内丘县金店镇大留村电代煤户、内丘县清洁取暖设备维保服务中心实地考察农村气代煤电代煤取暖和清洁取暖设备维保服务等情况，并对我市农村清洁取暖工作给予高度评价。,11月23日，陕西省咸阳市委常委、副市长杨武民一行4人到我市考察学习农村清洁取暖工作。。杨武民一行先后到任泽区大屯乡小屯村气代煤户、任泽区清洁取暖设备维保服务中心、内丘县大孟村镇梁源店村气代煤户、内丘县金店镇大留村电代煤户、内丘县清洁取暖设备维保服务中心实地考察农村气代煤电代煤取暖和清洁取暖设备维保服务等情况，并对我市农村清洁取暖工作给予高度评价。,政府领导到其他城市考察学习或访问,0.0,True
7,河北省,邢台市,邯郸市副市长徐科华带队到我市考察学习青山,2023-10-26,http://www.xingtai.gov.cn/ywdt/jrxt/bmdt/swj/202310/t20231026_676444.html,10月16日，邯郸市副市长徐科华带队到我市考察学习青山水库前期工作，并举行工作交流座谈会。市政府副市长张志峰，市水务局党组书记、局长韩志强陪同考察。。考察组一行实地查看了青山水库建设现场，详细了解设计标准、水库库容、项目征地、移民安置、政策解释、防洪保护目标等情况。随后，举行工作交流座谈会，双方就青山水库移民安置、实物调查、资金筹措、项目审查审批等工作进行深入交流。。考察组对我市水利工作给予了充分肯定，表示我市在青山水库建设前期工作方面思路清、理念新、力度大、效果实，特别是今年以来，我市抢抓国家重大水利项目建设机遇，青山水库可研报告获省批复，列入中央支持海河流域灾后重建首批项目，工作中的经验做法值得认真学习借鉴。考察组将以此次考察为契机，认真学习我市的经验和做法，加强交流联系，共同为建设“经济强省、美丽河北”贡献力量。,10月16日，邯郸市副市长徐科华带队到我市考察学习青山水库前期工作，并举行工作交流座谈会。市政府副市长张志峰，市水务局党组书记、局长韩志强陪同考察。。考察组一行实地查看了青山水库建设现场，详细了解设计标准、水库库容、项目征地、移民安置、政策解释、防洪保护目标等情况。随后，举行工作交流座谈会，双方就青山水库移民安置、实物调查、资金筹措、项目审查审批等工作进行深入交流。。考察组对我市水利工作给予了充分肯定，表示我市在青山水库建设前期工作方面思路清、理念新、力度大、效果实，特别是今年以来，我市抢抓国家重大水利项目建设机遇，青山水库可研报告获省批复，列入中央支持海河流域灾后重建首批项目，工作中的经验做法值得认真学习借鉴。考察组将以此次考察为契机，认真学习我市的经验和做法，加强交流联系，共同为建设“经济强省、美丽河北”贡献力量。,其他,0.5068527960430875,True
7,河北省,邢台市,宋华英到南阳驻马店漯河铜川四市考察对接,2024-03-30,http://www.xingtai.gov.cn/ywdt/jrxt/xtyw/202404/t20240401_686178.html,（记者谢霄凌 通讯员王辉）3月26日至29日，市委副书记、市长宋华英赴河南省南阳市、驻马店市、漯河市及陕西省铜川市四市考察对接，拜访重点企业，学习经验做法，全力推动邢台中医药和食品加工产业蓄势腾飞。。围绕传承扁鹊文化、做大中医药产业，宋华英一行先后到南阳、驻马店、铜川等地，深入产业园、制药企业、中医药文化基地等进行考察学习。在南阳市卧龙艾草产业园、药益宝公司，驻马店市天方药业、华中正大、“中国药谷”超级工厂，铜川市天一秦昆制药、兴盛德药业等地，宋华英详细了解道地药材产业化发展经验，与企业负责人探讨中药材种植及推广、中药饮片加工及销售、大健康产品研发、中药材贸易等全产业链建设情况。在南阳、铜川中医药文化教育基地，宋华英仔细参观展馆展厅，学习中医文化传承创新情况。她说，三地市坚持科研、产业、文化并重的中医药发展路子，值得我们学习借鉴。要传承发展好“医祖扁鹊”文化精神，加强中药材种质资源的保护、开发、利用，在提升产业层次、深耕细分赛道、聚力招大引强、强化项目支撑、壮大经营主体、加快研发创新等方面下足功夫，打造具有区域特色的中医药产业集群。。围绕打造全省食品加工产业隆起带，宋华英一行专程到驻马店市王守义十三香、夏南牛产业园和漯河市双汇、卫龙等公司，深入了解企业创新研发、品牌质量管理、产业园区建设等情况。在中原食品重点实验室，宋华英与负责人认真探讨食品加工全产业链标准衔接及追溯机制。她说，要充分借鉴河南食品加工产业发展壮大经验，坚持研发、品牌、质量、标准一体化创新，建立产、购、储、加、销一体化链条，建设一批高水平产业园区，推动一二三产业融合发展，不断壮大食品加工主导产业。。考察团行程紧凑、马不停蹄，每到一处，宋华英都详细推介邢台得天独厚的中医药和农业条件、土沃根深的产业基础和开放包容的营商环境，诚挚邀请各市和广大企业家到邢台走一走、看一看，持续加强交流合作，深化互学互鉴，推动经济社会发展向更高质量、更宽领域、更深层次迈进。,（记者谢霄凌 通讯员王辉）3月26日至29日，市委副书记、市长宋华英赴河南省南阳市、驻马店市、漯河市及陕西省铜川市四市考察对接，拜访重点企业，学习经验做法，全力推动邢台中医药和食品加工产业蓄势腾飞。。围绕传承扁鹊文化、做大中医药产业，宋华英一行先后到南阳、驻马店、铜川等地，深入产业园、制药企业、中医药文化基地等进行考察学习。在南阳市卧龙艾草产业园、药益宝公司，驻马店市天方药业、华中正大、“中国药谷”超级工厂，铜川市天一秦昆制药、兴盛德药业等地，宋华英详细了解道地药材产业化发展经验，与企业负责人探讨中药材种植及推广、中药饮片加工及销售、大健康产品研发、中药材贸易等全产业链建设情况。在南阳、铜川中医药文化教育基地，宋华英仔细参观展馆展厅，学习中医文化传承创新情况。她说，三地市坚持科研、产业、文化并重的中医药发展路子，值得我们学习借鉴。要传承发展好“医祖扁鹊”文化精神，加强中药材种质资源的保护、开发、利用，在提升产业层次、深耕细分赛道、聚力招大引强、强化项目支撑、壮大经营主体、加快研发创新等方面下足功夫，打造具有区域特色的中医药产业集群。。围绕打造全省食品加工产业隆起带，宋华英一行专程到驻马店市王守义十三香、夏南牛产业园和漯河市双汇、卫龙等公司，深入了解企业创新研发、品牌质量管理、产业园区建设等情况。在中原食品重点实验室，宋华英与负责人认真探讨食品加工全产业链标准衔接及追溯机制。她说，要充分借鉴河南食品加工产业发展壮大经验，坚持研发、品牌、质量、标准一体化创新，建立产、购、储、加、销一体化链条，建设一批高水平产业园区，推动一二三产业融合发展，不断壮大食品加工主导产业。。考察团行程紧凑、马不停蹄，每到一处，宋华英都详细推介邢台得天独厚的中医药和农业条件、土沃根深的产业基础和开放包容的营商环境，诚挚邀请各市和广大企业家到邢台走一走、看一看，持续加强交流合作，深化互学互鉴，推动经济社会发展向更高质量、更宽领域、更深层次迈进。,政府领导到其他城市考察学习或访问,0.8722749296068915,True
7,河北省,邢台市,王涛带队赴沙河市南和区考察学习时表示学,2022-09-02,http://www.xingtai.gov.cn/ywdt/jrxt/qxdt/njx/202209/t20220902_646138.html,王涛带队赴沙河市、南和区考察学习时表示 学习好经验好做法 切实提升高速出入口疫情防控、农村人居环境整治提升、城市建设工作。8月31日，县委书记王涛带队赴沙河市、南和区就高速出入口疫情防控、农村人居环境整治提升、城市建设等工作进行考察学习，并与沙河市委书记戎华奎、南和区委书记郭卫欣进行工作交流。县领导张康宁、郭志红参加。。在京港澳高速沙河口，过往车辆有序通行，检查、排查、核酸检测工作有条不紊。王涛详细了解了沙河高速口疫情防控措施落实、来往车辆排查疏导、便民服务等工作开展情况。他表示，沙河市高速路口管控既做到了交通顺畅，又实现了精细精准排查。要认真学习沙河市好经验好做法，结合宁晋实际，科学规划车辆疏导路线，合理设置检查通道，便捷高效开展落地核酸检测，做到不压车、不滞留、不聚集，切实提升高速路口排查管控力度，有序推进全县疫情防控各项工作。。随后，王涛一行来到南和区河郭镇刁庄村、兴业路与朱正色大街交口、城区口袋公园建设现场等地，实地了解了南和区在农村人居环境整治、城市建设等方面的经验做法。他表示，南和区在推进人居环境整治、城市更新、街角游园、口袋公园建设等方面所取得的成功经验值得宁晋学习借鉴。我们将以此次学习考察为契机，在农村人居环境整治提标、城市建设扩能上下足硬功夫，扎实做好工笔画小镇规划建设，加快推进文化艺术中心、体育场馆建设步伐，因地制宜设置健身步道，完善公园游园体育休闲功能，让农村更美、城市更靓，不断提升全县群众幸福感、获得感。,2月14日，新河县人民医院党总支书记带领相关科室负责人一行到我县县医院学习交流。县医院党总支书记、院长及相关院领导参加了座谈交流。。座谈会上，县医院党总支书记对新河县人民医院同仁来院交流表示热烈欢迎，并简要介绍了我县县医院的规模、人才队伍、学科建设、器械配备等相关情况。同时，希望以此次交流学习为契机，双方进一步建立友好协作关系，加强沟通，互相学习，取长补短，共同提高，助力县域整体诊疗水平不断提升，为县域百姓提供更加优质高效的医疗服务。会后，新河县人民医院同仁分别与县医院主管院领导、职能科室负责人进行了对接，并分别深入职能科室进行了实地参观和交流学习，听取相关院领导、职能科室关于分管工作开展情况的介绍，就工作中遇到的一些具体问题进行了深入交流探讨。在相关科室对接交流结束后，新河县人民医院一行还先后深入县医院内镜诊疗中心、神内一科、急诊科等相关科室进行了实地考察学习，了解科室管理、学科建设等相关情况。。新河县人民医院一行对宁晋县医院整体工作取得的成效予以了充分肯定，认为宁晋县医院无论从技术、规模、管理等多个方面，都值得新河县人民医院学习借鉴，希望宁晋县医院同仁不吝赐教，分享好的管理经验，双方互相学习，互相借鉴，以优质高效便捷的服务造福一方百姓。新河县人民医院同仁表示，通过这次交流学习，进一步拓宽了思路，开阔了视野，将把宁晋县医院好的经验运用到具体工作中，不断提升医疗服务能力，为一方百姓的身体健康保驾护航。,政府领导到其他城市考察学习或访问,0.0,True
7,河北省,邢台市,跨省建成友好区县共促合作共谋发展,2022-08-29,http://www.xingtai.gov.cn/ywdt/jrxt/qxdt/rx/202208/t20220829_645401.html,跨省建成“友好区县”，共促合作共谋发展！邢台市任泽区委书记杨蕾率队赴福建省开展招商考察活动并与宁德市屏南县建成“友好区县”。为全面落实省委十届二次全会精神，进一步解放思想、奋发进取，推动区域经济提质增效、活力迸发，8月19日-21日，邢台市任泽区委书记杨蕾率队赴福建省开展招商考察活动，现场感悟习近平总书记在福州、宁德的创新理念与生动实践，学习借鉴福州、宁德在项目建设、城市管理、生态环境保护等方面的先进经验，推动特色产业集群“领跑者”企业进行项目洽谈、招商合作，与福建省宁德市屏南县签订了《友好城市战略合作框架协议》，跨省建成“友好区县”，就深化多层次宽领域全方位合作进行深入对接，作为唯一一个河北省省级乡村振兴示范区代表受邀参加第十六届中国农村金融发展论坛并做主旨演讲，推介邢台任泽经验。。8月19日-21日，邢台市任泽区委书记杨蕾率队赴福建省开展招商考察活动，现场感悟习近平总书记在福州、宁德的创新理念与生动实践，学习借鉴福州、宁德在项目建设、城市管理、生态环境保护等方面的先进经验，推动特色产业集群“领跑者”企业进行项目洽谈、招商合作，与福建省宁德市屏南县签订了《友好城市战略合作框架协议》，跨省建成“友好区县”，就深化多层次宽领域全方位合作进行深入对接，作为唯一一个河北省省级乡村振兴示范区代表受邀参加第十六届中国农村金融发展论坛并做主旨演讲，推介邢台任泽经验。。19日下午，杨蕾一行在福清市委副书记陈恒东、融侨经济开发区党工委书记林捷的陪同下，先后到福清市福州京东方光电科技有限公司、冠捷电子科技（福建）有限公司、福耀玻璃工业集团股份有限公司进行考察对接，与企业负责人深入交流，详细了解企业生产经营、技术研发、产品创新及未来规划等情况。杨蕾表示，任泽区将认真学习福清市作为全国文明城市、全国县域经济百强县（2022年第14名）的成功经验和做法，希望两地充分发挥产业优势和资源禀赋，找准契合点、共赢点，促进发展要素相互流动、发展优势相互补充，扎实推进以市场为纽带的产业协作，实现携手发展、互利共赢。陈恒东对杨蕾一行考察交流表示欢迎，表示要进一步促进两地互相学习交流，共同推进两地产业协作向更宽领域、更深层次、更高水平迈进。。20日上午，杨蕾一行拜访了福建农林大学党委副书记、校长兰思仁，农业农村部政策与改革司副司长王宾，作为唯一一个河北省省级乡村振兴示范区代表应邀参加第十六届中国农村金融发展论坛，邢台市任泽区委书记杨蕾以“金融支持乡村振兴的‘五五三’任泽模式”为题在大会主论坛做主题报告，推介河北邢台任泽实践探索。邢台市任泽区被教育部高等学校农业经济管理类专业教学指导委员会农村金融学教研组授予“中国农村金融发展论坛河北任泽产学研实践基地”。。20日下午，杨蕾一行赴宁德市屏南县，在县委书记党帅，县委常委、副县长魏宏峰的陪同下，先后考察了屏南县溪角洋工业园区、农产品电商产业园、鲜珥家（福建）生物科技有限公司、宁德时代全资子公司屏南时代电子科技有限公司、宁德时代全资子公司屏南时代新材料技术有限公司、屏城乡厦地村、前汾溪村，全面考察学习屏南县在产业发展、项目建设、乡村振兴、电商园区等方面的工作举措和成效，现场感悟学习习近平总书记在宁德工作时，提出“弱鸟先飞”“滴水穿石”“久久为功”“扶贫先扶志”“四下基层”等创新理念、工作精神和生动实践。特色产业集群“领跑者”企业华密新材董事长李藏稳与屏南时代相关负责人进行了对接沟通，就项目合作、产品配套等事宜进行了深入的合作洽谈。,（记者齐春佳 孙一哲）8月31日，宁晋县委书记王涛率考察团来我区考察调研农村人居环境整治和城市品质提升工作。区委书记郭卫欣，区委常委、办公室主任侯金波，政府副区长赵创立、王兴国一同调研。。8月31日，宁晋县委书记王涛率考察团来我区考察调研农村人居环境整治和城市品质提升工作。区委书记郭卫欣，区委常委、办公室主任侯金波，政府副区长赵创立、王兴国一同调研。。考察团先后到河郭镇刁庄村、区文体中心、体育公园项目、汇智园口袋公园等地实地考察，认真听取相关情况介绍，并就考察内容进行了深入的对接交流。。考察团对我区农村人居环境整治和城市品质提升工作取得的成绩给予高度评价，认为我区坚持以人民为中心，不断提升城乡群众的生活质量，工作推动力度大、创新多、热情高，经验可复制、模式可参考。宁晋将以此次考察学习为契机，深化细化考察学习成果，进一步加强两地的沟通交流，以便更好的结合自身实际加以运用。。郭卫欣对考察团的到来表示欢迎，指出，南和区紧紧围绕省级生态园林城创建和城市改造提升目标，坚持“以人为本、以史为脉、以和为魂、以绿为韵”，扎实开展农村人居环境整治和城市品质提升工作，精心打造“精致、独特、典雅、生态”新南和。希望通过此次交流学习，促进两地形成互进互促的工作氛围，推进共同发展。,政府领导到其他城市考察学习或访问,0.0,True
7,河北省,邢台市,石家庄市供销社理事会副主任张立朝一行到我,2022-07-12,http://www.xingtai.gov.cn/ywdt/jrxt/bmdt/gxs/202207/t20220728_641962.html,7月12日，石家庄市供销社理事会副主任张立朝带队一行16人到我市考察学习浅埋滴灌节水农业的先进经验和做法。市社党组成员、副主任程冠清，省社驻邢台工作组组长薛剑锋，南宫市副市长周义华陪同考察。。市社党组成员、副主任程冠清，省社驻邢台工作组组长薛剑锋，南宫市副市长周义华陪同考察。。张立朝一行先后在南宫市宋旺村、中棉紫光仓储库调研浅埋滴灌春播作物生长及粮食仓储情况。双方就工作开展进行了经验交流和讨论。通过实地考察和听取情况介绍，张立朝一行对我市浅埋滴灌节水农业，尤其是南宫市的经验做法给予高度评价，他表示，将把学习考察得来的先进做法带回去，助力当地浅埋滴灌节水农业发展。市社党组成员、副主任程冠清表示，希望双方进一步加强沟通与交流，相互借鉴，取长补短，为两地高质量发展做出新贡献。,（记者马玲娜 樊辰红）3月30日，市政协主席邱文双来我区调研督导项目建设、疫情防控等工作。他指出，要切实提高政治站位，贯彻落实好市委市政府工作部署，高标准、严要求完成好各项工作。张守锋、郭军平、张明、薛贵波、潘清奎等区领导一同调研。。3月30日，市政协主席邱文双来我区调研督导项目建设、疫情防控等工作。他指出，要切实提高政治站位，贯彻落实好市委市政府工作部署，高标准、严要求完成好各项工作。张守锋、郭军平、张明、薛贵波、潘清奎等区领导一同调研。。邱文双先后深入润沃智慧物流（邢台）产业园项目、华兴宠物食品精深加工项目、河北北和包装彩印基地二期项目、河北荣喜高档宠物食品项目、格力中铁飞豹物流项目施工现场，详细了解项目建设进度、远景目标、产品创新等情况，鼓励企业要积极考察学习借鉴外地先进经验，持续增强研发和自主创新能力，不断提升产品核心竞争力。。邱文双强调，要更好统筹疫情防控和经济社会发展，加快推进项目建设，着力引进和扶持一批骨干企业、龙头企业，培育发展新动能。要结合自身产业基础，做好延链补链强链文章，充分发挥重点项目支撑带动作用，加快构建特色鲜明、链条完备的现代产业体系。相关单位要加强包联和帮扶，为项目建设和企业发展创造良好环境。。在区人民医院，邱文双实地查看了疫情防控措施落实情况，听取相关工作汇报，就做好下一步工作提出具体要求。他指出，当前，疫情防控形势依然严峻复杂，各相关部门要统一思想、提高认识，始终绷紧疫情防控这根弦，严格落实常态化防控措施，从严从紧抓好疫情防控各项工作。要强化疫情期间医疗服务管理，在满足群众基本就医需求的同时，切实增强医护人员和患者的防护意识，确保安全万无一失。要加强基层医疗卫生机构标准化和规范化建设，不断提升基层医疗服务能力，夯实疫情防控基层基础，切实维护广大群众生命安全和身体健康。,政府领导到其他城市考察学习或访问,0.0,True
7,河北省,邢台市,我县到石家庄市长安区考察学习城市建设工作,2021-10-18,http://www.xingtai.gov.cn/ywdt/jrxt/qxdt/njx/202110/t20211018_609038.html,10月16日，县委书记王涛、县长刘志奇带队到石家庄市长安区考察学习城市建设工作的先进经验和做法。王涛强调，学习先进经验，补齐短板弱项，推动城市面貌、品质、功能实现新的提升，让人民群众更有获得感幸福感。石家庄市长安区委书记李强、区长穆德英、副区长郝永志陪同考察。县委常委、办公室主任张康宁、副县长王志辉，相关乡镇、县直单位主要负责人参加活动。。王涛、刘志奇一行先后到吴兴花园小区、南三条中心广场、范民街、乐仁堂停车场实地参观，现场了解了老旧小区改造、拆违拆迁、小街小巷改造提升、停车场建设等城市建设工作的先进经验和做法。考察过程中，我县考察团边看、边听、边议，双方并就如何进一步推进城市建设工作进行了交流与探讨。。王涛表示，长安区高效快捷的工作效率、时不我待的干事激情、大刀阔斧的推进城市建设，给我县考察团留下了深刻的印象。要认真学习长安区发展的劲头、创新的理念、务实的作风、改革的勇气，以更有力有效的举措，不断开创我县跨越式发展新局面。希望今后两县（区）能进一步加强在各方面的交流合作，共同推动两地经济社会高质量发展。。王涛指出，要以此次考察为契机，不断找差距、查原因、学经验，尽快将学习成果转化为实际工作效能，加强城市规划、管理等方面工作，从城市建设细微之处入手，创新工作思路，加大工作力度，坚决做到决心大、行动快、齐心协力，以更加精准的措施、务实的作风推动宁晋城市建设不断迈上新台阶，全力加快“城乡美县”建设步伐。,12月10日下午，赞皇县人大常委会主任宫国恩带领全体班子成员到我县考察学习。县委书记王涛、县人大常委会主任程江峰陪同考察。县领导张康宁、张素彩、蔡同江、薛刚及人大有关科室负责人参加考察。。赞皇县人大考察组一行首先考察了我县宪法主题公园，详细了解了主题公园的建设初衷、规划设计和管理应用等细节，表示宪法主题公园特色鲜明，设计新颖，布局合理，作用明显，具有非常强的宣传教育作用，返回之后将深入研究借鉴，参照规划建设。随后，参观了晶澳太阳能年产4GW高效太阳能电池项目、玉锋集团、凤来仪酒业和童泰婴幼儿服饰有限公司，程江峰介绍了我县的基本情况及远景规划。。考察组在了解宁晋相关情况后，对我县产业链发展、高新技术企业、产业结构等给予了高度评价。一致认为，我县工业基础扎实，产业结构合理，发展前景好，是投资兴业的好地方。希望两地加强互联互通，为两地企业交流、合作搭平台建桥梁，实现经济高质量发展。。王涛就赞皇县人大到我县考察表示热烈欢迎，并表示，宁晋是邢台人口大县、经济强县。今年以来，特别是县委县政府换届以来，紧扣高质量赶超发展目标，叫响“三年工作一年干”，瞄准率先建成邢台副中心城市、冀中南先进制造业高地、全国乡村振兴先行区“三个定位”，走好工业强县、农业稳县、商贸活县、城乡美县“四条道路”，重点抓好农村、城市、开发区“三大阵地”，跑出高质量赶超发展“加速度+”。今后，希望两县之间进一步密切对接合作、增进交流互动，互学互鉴互促，推动两地经济社会发展再上新台阶、新水平。,不属于政府领导到其他城市考察学习的新闻,0.5060239522874519,True
7,河北省,邢台市,市领导率队赴保定市考察学习城建拆迁工作,2021-03-26,http://www.xingtai.gov.cn/ywdt/jrxt/xtyw/202103/t20210326_591453.html,（记者甄飞 通讯员张超）3月25日，市人大常委会主任魏吉平、副市长张志峰率领邢台市考察团到保定市，就城建拆迁工作进行考察学习并参加座谈会。保定市人大常委会副主任高文才及有关部门负责同志参加座谈。。考察团一行先后到保定市莲池区哈弗技术中心、东百楼、蔡庄、后营三村联建集中区，徐庄、徐河桥两村联建集中安置区，实地考察了城中村改造、城建拆迁等工作情况。在随后召开的座谈会上，考察团观看了保定市《品质生活之城建设专题片》，并详细了解了保定市主城区城中村改造整体工作情况和改造运作模式，双方就有关问题进行了深入细致的沟通交流。。魏吉平表示，通过这次考察，切实感受到保定市城建拆迁工作上取得的丰硕成果，创新的“ABO（授权建设运营）”城改模式让人很受启发，感到了强烈的视觉冲击和思想震撼。要以此次考察学习为契机，认真学习借鉴保定市的好经验、好理念、好做法，以更大决心、更大气魄、更大力度，真正把考察学习的成果转化为推动工作的强大动力。真诚欢迎大家多到邢台考察交流，取长补短，进一步构建交流合作的常态机制，为两地经济社会发展作出新的更大贡献。。高文才表示，邢台与保定人缘相亲、文脉相同，特别是近年来，邢台市在人居环境整治以及城市管理等方面取得了显著成绩，经验做法非常值得学习。此次邢台市考察团来保定传经送宝，是对保定工作的有力促进，希望此后常来走一走、看一看，相互把各项工作做得更好。,12月17日，雄县交通运输局局长谢孟强一行7人到信都区交通运输局考察学习公交一体化工作。。座谈会上，首先观看了《惠民公交畅邢襄》宣传片，随后我局党组书记、局长刘岩斌就近年来我区在实施公交一体化方面采取的措施、工作亮点和经验做法进行了详细介绍。与会人员就全面推进公交一体化工作，如何统筹谋划、分步实施、完善监督、制定方案等进行了深入探讨，并就实施过程中存在的难题交换了意见。。通过交流，来访领导对我区公交一体化工作取得的成绩给予了高度评价和肯定，并表示将充分借鉴先进做法和经验，结合实际运用到雄县公交的建设中去，以此推动公交一体化更快、更好的发展。,其他,0.5668192088999826,True
7,河北省,邢台市,广西合浦县考察团到我市参观考察,2020-08-28,http://www.xingtai.gov.cn/ywdt/jrxt/qxdt/shs/202008/t20200828_574938.html,8月24日，广西合浦县政协主席林德光，县委常委、常务副县长郭彦江率考察团到我市参观考察，进行产业合作交流。我市政协主席胡春兴，副市长、公安局局长程耀武及市经济开发区、科技和工信局等有关部门负责人陪同。。考察团一行先后到玻璃技术研究院、德盛工业园、鸿昇玻璃、德金玻璃、柴关乡王硇村、金沙河面业进行实地参观考察，认真听取企业负责人关于产品生产流程、营销等情况介绍，详细了解我市产业转型升级、创新发展等方面经验做法。。期间，程耀武主持召开座谈会，市经济开发区、发改局、科技和工信局、德金玻璃等有关部门负责人参加。会上，考察团观看了我市宣传片。胡春兴对合浦县考察团的到来表示热烈欢迎，并向考察团详细介绍了我市经济社会发展情况以及产业结构现状，同时，希望双方进一步加强交流沟通、搭建平台，致力做好项目对接，共同促进两地经济发展繁荣。市经济开发区负责人介绍了我市开发区和玻璃产业发展情况。合浦县相关负责人介绍了该市整体情况，特别是承接我市产业转移的投资环境及优势。与会部门及企业负责人就两地产业对接合作进行交流讨论。。考察团一行对我市经济社会发展成就给予高度评价，希望通过这次考察学习，把沙河成功的经验和做法带回去，运用到实际工作中，并表示欢迎我市相关企业到合浦县投资兴业，今后双方进一步加强沟通交流，实现优势互补，合作共赢，共同发展。,"8月27日，广宗县委常委、宣传部长辛庆格带领创城相关单位负责人一行30余人，到我区参观学习文明城市创建工作。区委常委、宣传部长韩瑞陪同参观。。考察团一行先后到任泽区政务服务大厅、中医院、世嘉购物商厦、未成年人心理健康辅导站、第二中学、人民公园、农商行、韩西周社区等点位进行实地参观。每到一处，考察团都详细了解我区创建文明城市的工作情况，仔细询问创建工作中的思路和做法。考察团表示，通过这次学习交流，收获了很多成熟、实用的经验和做法。。兄弟县区到我区考察学习,既是对我区创城工作的肯定，也通过相互学习交流，进一步发现了我区在创城工作中存在的不足和问题，对我区在今后的工作中不断完善工作机制，补齐工作短板，圆满完成省级文明城市创建任务起到了积极的促进作用。",政府领导到其他城市考察学习或访问,0.0,True
