code,province,city,topic,date,url,content,content,label,score
178,湖南省,邵阳市,邵阳市政协调研组赴外地学习考察,2019-05-01,https://www.shaoyang.gov.cn/shaoyang/syyw/201905/3e487bc069594661bfed93f2a3955f36.shtml,（全媒体记者 贺旭艳 通讯员 石雯静）为做好“推进湘南湘西承接产业转移示范区对接粤港澳大湾区产业融合发展”调研工作，助推邵阳市经济实现跨越式发展，4月21日至4月27日，邵阳市政协副主席郭妤率调研组赴贺州、梧州、东莞、惠州和郴州等地开展学习考察。。调研组一行先后走访了贺州市东融产业园、梧州市高新技术产业开发区、梧州市循环经济产业园、东莞金沙岗工业区、惠州惠南科技园等产业园区，并深入桂鑫钢铁、挺进建材、五一管业、梧州制药、金升铜业、鸿图精密、华南蓄电池、顶峰不锈钢、信易机械、燿安塑机、康冠科技、赢合科技、聚飞光电等十三家企业考察。调研组一行认真学习了各地在承接产业转移、推进本地产业升级的先进经验做法，详细了解各企业对于产业转移的意愿和顾虑。调研组还在东莞邵阳商会、惠州邵阳商会召开座谈会，了解邵商在当地的发展情况以及回乡投资的意愿。。考察过程中，郭妤要求调研组全体成员仔细看、认真听、细致记、深刻思，认真学习外地在承接产业转移、推进本地产业转型升级上的先进经验和做法，积极收集在外邵商的意见建议，为我市下一步推进湘南湘西承接产业转移示范区的建设提供启迪和借鉴。,（全媒体记者 贺旭艳 通讯员 石雯静）为做好“推进湘南湘西承接产业转移示范区对接粤港澳大湾区产业融合发展”调研工作，助推邵阳市经济实现跨越式发展，4月21日至4月27日，邵阳市政协副主席郭妤率调研组赴贺州、梧州、东莞、惠州和郴州等地开展学习考察。。调研组一行先后走访了贺州市东融产业园、梧州市高新技术产业开发区、梧州市循环经济产业园、东莞金沙岗工业区、惠州惠南科技园等产业园区，并深入桂鑫钢铁、挺进建材、五一管业、梧州制药、金升铜业、鸿图精密、华南蓄电池、顶峰不锈钢、信易机械、燿安塑机、康冠科技、赢合科技、聚飞光电等十三家企业考察。调研组一行认真学习了各地在承接产业转移、推进本地产业升级的先进经验做法，详细了解各企业对于产业转移的意愿和顾虑。调研组还在东莞邵阳商会、惠州邵阳商会召开座谈会，了解邵商在当地的发展情况以及回乡投资的意愿。。考察过程中，郭妤要求调研组全体成员仔细看、认真听、细致记、深刻思，认真学习外地在承接产业转移、推进本地产业转型升级上的先进经验和做法，积极收集在外邵商的意见建议，为我市下一步推进湘南湘西承接产业转移示范区的建设提供启迪和借鉴。,政府领导到其他城市考察学习或访问,0.8834565086984009
178,湖南省,邵阳市,隆回县考察组赴邵东县考察学习垃圾分类和可再生资源回收工作,2019-05-29,https://www.shaoyang.gov.cn/shaoyang/qxdt/201905/58e8035bb2a945cb8dd4f8ec70a7aade.shtml,隆回县考察组赴邵东县考察学习垃圾分类和可再生资源回收工作_ 区县动态_ 邵阳市人民政府。（通讯员 宁志春）5月28日，隆回县政协副主席、县人居环境整治项目建设指挥部指挥长刘芬率考察组一行赴邵东县，学习考察农村生活垃圾分类及可再生资源回收工作。。考察组一行先后深入邵东县廉桥镇太阳村可再生资源暂存处、流泽镇大坪村可再生资源暂存处、村级保洁员家垃圾分类点和邵东县供销社可再生资源回收公司等地，通过听介绍、实地查看等方式，详细了解了邵东县生活垃圾分类和可再生资源回收工作的组织架构、运行模式、推进措施、设备设施、实际效果及经济效益等情况。。考察组表示，此次参观学习，拓宽了思路，开阔了视野，受到了启发，回去后将认真研究、归纳总结、充分吸收和借鉴邵东县的好经验、好做法，并进一步加强同邵东县在农村生活垃圾分类和可再生资源回收工作等各个领域、各个层面的交流与合作，共谋发展，努力把隆回县的农村生活分类和可再生资源回收工作做实做好做出成效。,隆回县考察组赴邵东县考察学习垃圾分类和可再生资源回收工作_ 区县动态_ 邵阳市人民政府。（通讯员 宁志春）5月28日，隆回县政协副主席、县人居环境整治项目建设指挥部指挥长刘芬率考察组一行赴邵东县，学习考察农村生活垃圾分类及可再生资源回收工作。。考察组一行先后深入邵东县廉桥镇太阳村可再生资源暂存处、流泽镇大坪村可再生资源暂存处、村级保洁员家垃圾分类点和邵东县供销社可再生资源回收公司等地，通过听介绍、实地查看等方式，详细了解了邵东县生活垃圾分类和可再生资源回收工作的组织架构、运行模式、推进措施、设备设施、实际效果及经济效益等情况。。考察组表示，此次参观学习，拓宽了思路，开阔了视野，受到了启发，回去后将认真研究、归纳总结、充分吸收和借鉴邵东县的好经验、好做法，并进一步加强同邵东县在农村生活垃圾分类和可再生资源回收工作等各个领域、各个层面的交流与合作，共谋发展，努力把隆回县的农村生活分类和可再生资源回收工作做实做好做出成效。,政府领导到其他城市考察学习或访问,0.0
178,湖南省,邵阳市,全省新的社会阶层人士代表来邵考察学习,2018-09-30,https://www.shaoyang.gov.cn/shaoyang/syyw/201809/13cea0ae3d474fadbcd09f50f054f67e.shtml,"（记者 伍洁）9月28日至29日，省委统战部副部长龙建湘带队，组织全省25名新的社会阶层人士代表来邵阳开展“看巨变·凝共识·谋发展”考察学习活动。市委副书记、统战部长曹普华陪同考察。。28日至29日，全省新的社会阶层人士代表先后到邵东县隆源集团、邵东智能制造技术研究院、湖南锐科机器人技术有限公司、亚洲富士电梯邵阳生产基地、三一重工﹒湖南汽车制造有限公司等地参观考察。。29日上午，我市召开“看巨变·凝共识·谋发展”全省新的社会阶层人士代表座谈会。曹普华富有诗意地表达了对全省新的社会阶层人士代表一行的欢迎之情，并简要介绍了邵阳经济社会发展情况和近年来我市统战工作开展情况。会上，来自全省各地的新的社会阶层人士代表纷纷发言，畅谈邵阳近年来的发展变化，并对湖南及邵阳经济社会发展提出意见建议。。在认真听取代表发言后, 龙建湘作了总结讲话。他说，这次考察活动是全省统一战线纪念改革开放40周年系列活动的重要内容，主要是让新的社会阶层代表实地感受改革开放40年全省各地的伟大成就，亲身见证湖南经济社会发展的新变化新气象，进一步了解国情省情社情民情，更好地为建设富饶美丽幸福新湖南献计出力。他强调，全省新的社会阶层人士要广泛凝聚政治共识，做新时代中国特色社会主义的坚定信仰者，不断提高政治站位，增强“四个意识”，始终拥护中国共产党的领导。要主动投身全省高质量发展大局，做富饶美丽幸福新湖南的积极建设者。要切实维护意识形态安全，做道德法纪的模范遵守者，做到坚守政治底线、不触法律底线、固守道德底线。","（记者 伍洁）9月28日至29日，省委统战部副部长龙建湘带队，组织全省25名新的社会阶层人士代表来邵阳开展“看巨变·凝共识·谋发展”考察学习活动。市委副书记、统战部长曹普华陪同考察。。28日至29日，全省新的社会阶层人士代表先后到邵东县隆源集团、邵东智能制造技术研究院、湖南锐科机器人技术有限公司、亚洲富士电梯邵阳生产基地、三一重工﹒湖南汽车制造有限公司等地参观考察。。29日上午，我市召开“看巨变·凝共识·谋发展”全省新的社会阶层人士代表座谈会。曹普华富有诗意地表达了对全省新的社会阶层人士代表一行的欢迎之情，并简要介绍了邵阳经济社会发展情况和近年来我市统战工作开展情况。会上，来自全省各地的新的社会阶层人士代表纷纷发言，畅谈邵阳近年来的发展变化，并对湖南及邵阳经济社会发展提出意见建议。。在认真听取代表发言后, 龙建湘作了总结讲话。他说，这次考察活动是全省统一战线纪念改革开放40周年系列活动的重要内容，主要是让新的社会阶层代表实地感受改革开放40年全省各地的伟大成就，亲身见证湖南经济社会发展的新变化新气象，进一步了解国情省情社情民情，更好地为建设富饶美丽幸福新湖南献计出力。他强调，全省新的社会阶层人士要广泛凝聚政治共识，做新时代中国特色社会主义的坚定信仰者，不断提高政治站位，增强“四个意识”，始终拥护中国共产党的领导。要主动投身全省高质量发展大局，做富饶美丽幸福新湖南的积极建设者。要切实维护意识形态安全，做道德法纪的模范遵守者，做到坚守政治底线、不触法律底线、固守道德底线。",政府领导到其他城市考察学习或访问,0.0
178,湖南省,邵阳市,永州公安到邵东考察学习一村一辅警工作经验,2018-10-17,https://www.shaoyang.gov.cn/shaoyang/qxdt/201810/92b176cec8a040e89c8b7f0ef73ef9c6.shtml,（记者 陈星 通讯员 蔡越姝）10月16日，永州市副市长、公安局局长刘新良率永州市各县（市、区）公安局局长及相关负责人到邵东县参观学习“一村一辅警”工作经验。。刘新良一行首先来到廉桥镇新建村“一村一辅警”示范工作站进行参观，仔细查看了该工作站辅警台账、各项制度标牌、辅警宿舍以及食堂等硬件设施，并就“一村一辅警”福利待遇、工作机制等与工作站驻村辅警刘学军进行交谈。。随后，刘新良一行观看了邵东“一村一辅警”掌上警务系统演示，并就邵东县公安局“一村一辅警”招聘模式、管理情况、辅警“八员”职责、警力配置、经费保障等方面与有关人员进行深入交流和探讨。。刘新良一行对邵东县公安局“一村一辅警”工作给予高度评价。并表示，此次到邵东公安局学习“一村一辅警”工作经验，收获颇多，将把学到的“一村一辅警”工作经验好好加以运用，用以推进永州市公安局的警务机制改革。,（记者 陈星 通讯员 蔡越姝）10月16日，永州市副市长、公安局局长刘新良率永州市各县（市、区）公安局局长及相关负责人到邵东县参观学习“一村一辅警”工作经验。。刘新良一行首先来到廉桥镇新建村“一村一辅警”示范工作站进行参观，仔细查看了该工作站辅警台账、各项制度标牌、辅警宿舍以及食堂等硬件设施，并就“一村一辅警”福利待遇、工作机制等与工作站驻村辅警刘学军进行交谈。。随后，刘新良一行观看了邵东“一村一辅警”掌上警务系统演示，并就邵东县公安局“一村一辅警”招聘模式、管理情况、辅警“八员”职责、警力配置、经费保障等方面与有关人员进行深入交流和探讨。。刘新良一行对邵东县公安局“一村一辅警”工作给予高度评价。并表示，此次到邵东公安局学习“一村一辅警”工作经验，收获颇多，将把学到的“一村一辅警”工作经验好好加以运用，用以推进永州市公安局的警务机制改革。,政府领导到其他城市考察学习或访问,0.0
178,湖南省,邵阳市,黄艳娥带队到长沙浔龙河生态艺术小镇考察学习,2017-05-17,https://www.shaoyang.gov.cn/shaoyang/qxdt/201705/79f38ed5f08e42eb9ed70d7e02c6e48f.shtml,考察学习期间，黄艳娥一行详细了解了浔龙河生态艺术小镇成功的管理经验、科学的管理方法、独特的管理模式。她强调，我区在考察学习后要立即组建强有力的工作班子，充分吸取浔龙河生态艺术小镇建设宝贵经验，加快推进檀江河两岸美丽小镇建设，打造具有大祥特色的乡村文化。,考察学习期间，黄艳娥一行详细了解了浔龙河生态艺术小镇成功的管理经验、科学的管理方法、独特的管理模式。她强调，我区在考察学习后要立即组建强有力的工作班子，充分吸取浔龙河生态艺术小镇建设宝贵经验，加快推进檀江河两岸美丽小镇建设，打造具有大祥特色的乡村文化。,政府领导到其他城市考察学习或访问,0.0
178,湖南省,邵阳市,绥宁县创卫工作考察团赴新邵县交流学习,2019-06-27,https://www.shaoyang.gov.cn/shaoyang/qxdt/201906/a69ec2a5008e4b11805c04909d59ca73.shtml,工作交流会上，新邵县创卫办负责人介绍了新邵县创卫工作情况及方法措施，双方就创省卫的相关工作进行了现场交流。新邵自2017年创卫工作开展以来，2017年成功创建市级卫生县城、2018年成功创建省级卫生县城，成功的甩掉了“脏帽子”，县城的面貌焕然一新。。绥宁考察团高度赞扬了新邵县领导干部奋力攻坚、为民务实的工作作风。表示将新邵在创卫工作中的好经验、好做法带回去，对标对表，抓重点、强弱项、补短板。。考察团还到新邵县城区实地察看了酿溪镇长滩社区的氮肥厂职工家属区的改制企业卫生管理、柏树农贸市场的标准化建设、晒双清公园对面沿江风光段的健康步道、交警大队附近的公厕和垃圾中转站垃圾收集等情况。,工作交流会上，新邵县创卫办负责人介绍了新邵县创卫工作情况及方法措施，双方就创省卫的相关工作进行了现场交流。新邵自2017年创卫工作开展以来，2017年成功创建市级卫生县城、2018年成功创建省级卫生县城，成功的甩掉了“脏帽子”，县城的面貌焕然一新。。绥宁考察团高度赞扬了新邵县领导干部奋力攻坚、为民务实的工作作风。表示将新邵在创卫工作中的好经验、好做法带回去，对标对表，抓重点、强弱项、补短板。。考察团还到新邵县城区实地察看了酿溪镇长滩社区的氮肥厂职工家属区的改制企业卫生管理、柏树农贸市场的标准化建设、晒双清公园对面沿江风光段的健康步道、交警大队附近的公厕和垃圾中转站垃圾收集等情况。,其他,0.5691726285418176
178,湖南省,邵阳市,洞口县科技专家服务团赴新田县学习考察,2019-05-29,https://www.shaoyang.gov.cn/shaoyang/qxdt/201905/fce9c78610234c22a5fab90b4a47d805.shtml,当日下午，两地科技工作交流座谈会在新田县科工局五楼会议室召开。会上，新田县黄小波副县长介绍了新田县的基本情况和近两年来县域科技工作和专家服务团科技扶贫工作所取得的成绩。廖剑东副局长介绍了新田县科技管理机构设置情况、人员经费情况和科技支撑企业发展情况。。李逢振对新田县科工局的热情接待以及毫无保留的经验分享表示感谢，称赞新田县在科技管理、科技扶贫和科技创新等方面取得的优异成绩。他要求县科工局要认真学习研究新田科技工作的成功经验，结合洞口实际，运用到县农业科技园区建设、创新政策引导等工作上，全面提升我县科技管理水平，抓出成绩，抓出实效，充分发挥科技创新在我县脱贫攻坚的支撑作用，不断推进县域社会经济高质量发展。考察期间，李逢振一行人先后参观了新田县科技专家服务团服务的香菇种植基地、八月瓜种植基地、青蒿种植基地和颠茄（野山茄）种植基地，并就相关问题进行了深入交流探讨。,当日下午，两地科技工作交流座谈会在新田县科工局五楼会议室召开。会上，新田县黄小波副县长介绍了新田县的基本情况和近两年来县域科技工作和专家服务团科技扶贫工作所取得的成绩。廖剑东副局长介绍了新田县科技管理机构设置情况、人员经费情况和科技支撑企业发展情况。。李逢振对新田县科工局的热情接待以及毫无保留的经验分享表示感谢，称赞新田县在科技管理、科技扶贫和科技创新等方面取得的优异成绩。他要求县科工局要认真学习研究新田科技工作的成功经验，结合洞口实际，运用到县农业科技园区建设、创新政策引导等工作上，全面提升我县科技管理水平，抓出成绩，抓出实效，充分发挥科技创新在我县脱贫攻坚的支撑作用，不断推进县域社会经济高质量发展。考察期间，李逢振一行人先后参观了新田县科技专家服务团服务的香菇种植基地、八月瓜种植基地、青蒿种植基地和颠茄（野山茄）种植基地，并就相关问题进行了深入交流探讨。,其他,0.6150343002779453
178,湖南省,邵阳市,邵阳市党政代表团赴长沙学习考察,2017-10-10,https://www.shaoyang.gov.cn/shaoyang/syyw/201710/40b4eb6a7ab0417baad06179eab5a714.shtml,当天，代表团一行先后考察了湖南千山制药机械股份有限公司、博世汽车部件（长沙）有限公司、众泰新能源汽车有限公司长沙分公司、中国铁建重工集团有限公司。考察中，代表团成员仔细听取企业负责人情况介绍，详细了解企业产品的生产销售、市场前景和科技含量等情况，并结合邵阳实际提出加快发展工业4.0项目的设想。。胡衡华在会见时充分肯定了邵阳近年来经济社会发展取得的成绩，希望以此次考察为契机，进一步深化两地在项目建设等方面的交流合作，继续加大对邵阳的支持力度，实现长沙邵阳两地互助双赢。。龚文密表示，近年来，长沙市经济社会发展取得了巨大成就，为邵阳加快发展树立了榜样。邵阳各级各部门要以长沙为标杆，努力学习借鉴吸收成功的经验和作法，不断加快邵阳工业产业发展步伐。。市领导刘事青、张殿文、周国利、鞠晓阳、蔡典维、陈华、李万千、周迎春、邓广雁、侯文等参加考察。长沙市领导徐宏源、文树勋、夏建平、王国海、李晓宏、曾超群参加会见。,当天，代表团一行先后考察了湖南千山制药机械股份有限公司、博世汽车部件（长沙）有限公司、众泰新能源汽车有限公司长沙分公司、中国铁建重工集团有限公司。考察中，代表团成员仔细听取企业负责人情况介绍，详细了解企业产品的生产销售、市场前景和科技含量等情况，并结合邵阳实际提出加快发展工业4.0项目的设想。。胡衡华在会见时充分肯定了邵阳近年来经济社会发展取得的成绩，希望以此次考察为契机，进一步深化两地在项目建设等方面的交流合作，继续加大对邵阳的支持力度，实现长沙邵阳两地互助双赢。。龚文密表示，近年来，长沙市经济社会发展取得了巨大成就，为邵阳加快发展树立了榜样。邵阳各级各部门要以长沙为标杆，努力学习借鉴吸收成功的经验和作法，不断加快邵阳工业产业发展步伐。。市领导刘事青、张殿文、周国利、鞠晓阳、蔡典维、陈华、李万千、周迎春、邓广雁、侯文等参加考察。长沙市领导徐宏源、文树勋、夏建平、王国海、李晓宏、曾超群参加会见。,其他,0.5317778235398589
178,湖南省,邵阳市,王昌义带队赴沪杭考察学习城市党建,2017-09-11,https://www.shaoyang.gov.cn/shaoyang/syyw/201709/3c6007f466014d1a8f6ded44f41f5941.shtml,（通讯员 邵组剑）为学习借鉴先进地区党建经验，全面提升全市党建工作水平，9月5日至7日，邵阳市委常委、组织部长王昌义带领大祥区、双清区、北塔区委组织部负责同志及部内有关科室负责人一行11人，赴上海、杭州对城市基层党建工作进行实地考察学习。。考察团一行先后参观了上海市沪东街道党建服务中心、浦东新区金领驿站、陆家嘴街道仁恒滨江园居民区、虹桥镇“四季源”邻里中心和杭州市红十字会医院、江干区濮家联合社区、翠苑一区社区等。上海、杭州在新形势下加强和改进城市基层党建工作的创新实践和显著成效让考察团倍受鼓舞、倍增动力。考察期间，考察团及时召开座谈会，组织大家谈心得、找差距、谋发展，既开阔了视野、启发了思路，又增强了信心、鼓舞了斗志。大家纷纷表示，要以这次考察学习为契机，进一步统一思想、认清形势、找准差距、迎头赶上，对标先进地区城市党建经验，着力在我市城市基层党建方面取得突破，全面提升城市基层党建工作整体水平，为实现邵阳“二中心一枢纽”战略和创建全国文明城市提供坚强组织保证。。学习考察结束时，王昌义要求大家认真学习好、消化好、运用好这次学习考察的成果，结合邵阳实际，按照区域化、智能化、科学化的思路，以改革创新的精神，尽快出台我市城市基层党建的总体方案，力争城市党建出成效、出亮点、成品牌，努力构建邵阳城市基层党建工作新格局，以优异成绩迎接党的十九大胜利召开。,（通讯员 邵组剑）为学习借鉴先进地区党建经验，全面提升全市党建工作水平，9月5日至7日，邵阳市委常委、组织部长王昌义带领大祥区、双清区、北塔区委组织部负责同志及部内有关科室负责人一行11人，赴上海、杭州对城市基层党建工作进行实地考察学习。。考察团一行先后参观了上海市沪东街道党建服务中心、浦东新区金领驿站、陆家嘴街道仁恒滨江园居民区、虹桥镇“四季源”邻里中心和杭州市红十字会医院、江干区濮家联合社区、翠苑一区社区等。上海、杭州在新形势下加强和改进城市基层党建工作的创新实践和显著成效让考察团倍受鼓舞、倍增动力。考察期间，考察团及时召开座谈会，组织大家谈心得、找差距、谋发展，既开阔了视野、启发了思路，又增强了信心、鼓舞了斗志。大家纷纷表示，要以这次考察学习为契机，进一步统一思想、认清形势、找准差距、迎头赶上，对标先进地区城市党建经验，着力在我市城市基层党建方面取得突破，全面提升城市基层党建工作整体水平，为实现邵阳“二中心一枢纽”战略和创建全国文明城市提供坚强组织保证。。学习考察结束时，王昌义要求大家认真学习好、消化好、运用好这次学习考察的成果，结合邵阳实际，按照区域化、智能化、科学化的思路，以改革创新的精神，尽快出台我市城市基层党建的总体方案，力争城市党建出成效、出亮点、成品牌，努力构建邵阳城市基层党建工作新格局，以优异成绩迎接党的十九大胜利召开。,政府领导到其他城市考察学习或访问,0.5500939715815981
178,湖南省,邵阳市,怀化市人大常委会考察团来我市考察学习,2023-07-12,https://www.shaoyang.gov.cn/shaoyang/syyw/202307/5d358988fe054d5fbb0d476e397a0cce.shtml,7月10日至11日，怀化市人大常委会党组书记、主任，怀化市工程机械产业链链长李万千率队来我市，就《中华人民共和国中小企业促进法》贯彻落实工作进行考察，交流学习产业项目建设方面的先进经验和成功做法。邵阳市人大常委会党组书记、主任周迎春，党组副书记、副主任唐渊，副主任蒋志刚，秘书长吴卫红等参加调研。。在邵阳经开区，考察团先后来到亚洲富士电梯股份有限公司、三一专用汽车制造有限责任公司、电子信息产业园、湖南良诚新材料科技有限公司、湖南幸福时代新能源有限公司、湖南邵虹特种玻璃有限公司、拓浦精工智能制造（邵阳）有限公司，走进企业生产车间、产品展区等详细了解企业生产规模、销售渠道、产品特色、市场定位，仔细询问企业智能制造、人才引进政策、企业发展方向、市场经营管理模式等情况。。考察团感叹邵阳近几年的发展变化，特别就我市产业招商、园区功能布局、项目建设等方面进行交流探讨。经过多年积累，邵阳经开区形成了先进机械装备制造、智能家居家电、新型显示功能材料“两主一特”优势产业，以及新能源新材料、生物医药等一批新兴产业。园区积极优化营商环境，承接124项市级经济管理权限，企业开办、工程建设形成全链条闭环审批，基本实现“园区事园区办”。。考察团表示，邵阳市招商引资成效明显，企业市场前景广阔，产业发展势头强劲，园区布局合理，整体发展态势看好。下一步将充分学习和研究邵阳在经济社会发展各方面的宝贵经验和先进做法，并结合自身实际进一步实践、融合、提升，助推怀化市经济社会高质量发展。同时，希望以此次考察为契机，进一步拓宽视野、拓展思路，加强两市在产业发展等各方面的交流合作，推动互利共赢、共同繁荣。。考察团一行还到邵东市实地考察了湖南亮国科技集团、邵东国际商贸城、湖南东亿电气股份有限公司、湖南阳光箱包集团、邵东智能制造研究院、湖南衡科住宅工业有限公司，详细了解各企业发展情况。,7月10日至11日，怀化市人大常委会党组书记、主任，怀化市工程机械产业链链长李万千率队来我市，就《中华人民共和国中小企业促进法》贯彻落实工作进行考察，交流学习产业项目建设方面的先进经验和成功做法。邵阳市人大常委会党组书记、主任周迎春，党组副书记、副主任唐渊，副主任蒋志刚，秘书长吴卫红等参加调研。。在邵阳经开区，考察团先后来到亚洲富士电梯股份有限公司、三一专用汽车制造有限责任公司、电子信息产业园、湖南良诚新材料科技有限公司、湖南幸福时代新能源有限公司、湖南邵虹特种玻璃有限公司、拓浦精工智能制造（邵阳）有限公司，走进企业生产车间、产品展区等详细了解企业生产规模、销售渠道、产品特色、市场定位，仔细询问企业智能制造、人才引进政策、企业发展方向、市场经营管理模式等情况。。考察团感叹邵阳近几年的发展变化，特别就我市产业招商、园区功能布局、项目建设等方面进行交流探讨。经过多年积累，邵阳经开区形成了先进机械装备制造、智能家居家电、新型显示功能材料“两主一特”优势产业，以及新能源新材料、生物医药等一批新兴产业。园区积极优化营商环境，承接124项市级经济管理权限，企业开办、工程建设形成全链条闭环审批，基本实现“园区事园区办”。。考察团表示，邵阳市招商引资成效明显，企业市场前景广阔，产业发展势头强劲，园区布局合理，整体发展态势看好。下一步将充分学习和研究邵阳在经济社会发展各方面的宝贵经验和先进做法，并结合自身实际进一步实践、融合、提升，助推怀化市经济社会高质量发展。同时，希望以此次考察为契机，进一步拓宽视野、拓展思路，加强两市在产业发展等各方面的交流合作，推动互利共赢、共同繁荣。。考察团一行还到邵东市实地考察了湖南亮国科技集团、邵东国际商贸城、湖南东亿电气股份有限公司、湖南阳光箱包集团、邵东智能制造研究院、湖南衡科住宅工业有限公司，详细了解各企业发展情况。,政府领导到其他城市考察学习或访问,0.0
