province,topic,date,content,label,score,is_match,是否为“学习考察”新闻
江西省,省社保中心召开庆祝中国共产党成立周年暨七一表彰大会,2024-07-03,江西省人力资源和社会保障厅 党委工作 省社保中心召开庆祝中国共产党成立103周年暨“七一”表彰大会。7月1日，省社保中心组织召开庆祝中国共产党成立103周年暨“七一”表彰大会。中心党委书记陈漫雪出席会议并讲话，中心全体党员干部100余人参加会议。。会议对3个先进党支部、11名优秀共产党员、3名优秀党务工作者进行了表彰，先进党支部代表、优秀共产党员和优秀党务工作者代表等5名同志作了交流发言。。会议指出，在厅党组的正确领导下，中心各党支部和广大党员坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻党的二十大精神，深入学习贯彻习近平总书记考察江西重要讲话精神和关于社保工作的重要论述重要指示批示精神，聚焦“走在前、勇争先、善作为”目标要求，发扬“五当”工作作风，凝心聚力、担当实干，攻坚克难、砥砺奋进，用心用情用力做好了经办服务工作，展现了我省社保队伍良好的精神风貌。。会议强调，中心全体党员干部要深刻领会中国共产党的初心和使命，牢牢担起为人民谋幸福的历史责任，不断涵养好对党忠诚、为民服务的精神品质，务实重行、埋头苦干，立足新方位、开启新征程、完成新使命、再创新业绩，把为人民谋幸福贯彻落实到社保事业发展各方面、全过程，以优异成绩献礼祖国75周年华诞。,其他,0.9385537991092237,False,否
江西省,充分发挥特色优势加快补齐短板弱项全力以赴打造产业转型升级标杆城市,2024-07-05,江西省人民政府 今日关注 充分发挥特色优势 加快补齐短板弱项 全力以赴打造产业转型升级标杆城市。7月4日，省委书记尹弘深入萍乡调研，并召开座谈会听取萍乡市工作汇报。他强调，要深入贯彻习近平总书记考察江西重要讲话精神，聚焦“走在前、勇争先、善作为”的目标要求，充分发挥特色优势，加快补齐短板弱项，全力以赴打造产业转型升级标杆城市，坚定不移推动经济社会高质量发展。。萍乡经开区鑫通机械制造和阿尔法高科药业分别在凿岩装备、药用辅料领域处于行业领先。在鑫通机械，尹弘察看核心部件产品和各类采矿台车，鼓励企业加快数字技术与装备制造融合发展，不断提高装备制造水平。在阿尔法高科药业，尹弘希望企业加强自主创新，推动更多科研成果转化为产业成品，在市场竞争中赢得更大优势。。来到湘东区江华环保设备填料公司，尹弘鼓励企业紧盯节能环保产业赛道，发挥填料开发技术和成套设备制造优势，积极助力传统产业转型升级。安源区引进喜临门家具公司和上下游企业，打造了家具产业园。尹弘察看各式床垫家具和自动化生产车间，要求进一步延链补链强链，加快推动现代家具产业集聚集群发展。。对照中央生态环保督察指出问题，萍乡市大力推进主城区排水系统系统化治理。尹弘听取工程情况介绍，察看污水处理厂建设进展，要求坚持系统思维，大力更新修复混错接、漏接、老旧破损管网，加快实现管网雨污分流、截污纳管，增强污水收集处理效能。。尹弘召开座谈会听取了萍乡市工作汇报。他强调，要加快推进产业转型升级，以深化落实“1269”行动计划为抓手，分级分类推进钢铁、建材、陶瓷、烟花爆竹等传统产业数字化转型，大力发展“专精特新”企业，推动制造业高端化、智能化、绿色化发展。要着力培育壮大新兴产业，充分依托产业基础和资源禀赋，加快推动新材料、智能制造、电子信息、绿色食品等新兴产业发展，着力打造新的经济增长点。要深化产业开放合作，积极承接沿海发达地区产业转移，纵深推进湘赣边区域合作示范区建设，加快形成梯度发展、分工合理、优势互补的产业协作体系。要持续深化开发区管理体制改革，完善中试平台、检验检测、仓储物流等生产性服务业，切实增强开发区产业发展承载力和竞争力。。尹弘强调，萍乡是老工业基地和老工矿城市，生态环保压力一直比较大。要坚持立行立改、即知即改，细化完善整改措施，明确整改责任，坚决抓好中央生态环保督察反馈问题整改，持续提升生态环境质量。要加快推动绿色转型发展，加强重点行业节能降耗改造和资源循环利用，努力形成节约集约、绿色低碳发展模式。要积极探索生态产品价值实现机制，共同唱响大武功山旅游品牌，切实把生态优势转化为发展优势。。尹弘强调，要毫不松懈抓好安全生产，深刻反思上栗“5·31”事故教训，压紧压实安全生产责任，更好扛起“促一方发展、保一方平安”的使命重任。要加大隐患排查整治力度，扎实开展烟花爆竹集中排查整治专项行动，紧盯重点行业领域深入细致开展排查整治，切实维护人民群众生命财产安全。要严格落实固本强基提升本质安全水平的“1+7”政策文件，强化人防、物防、技防等各项措施，不断提高本质安全水平。。尹弘强调，要坚决扛起管党治党政治责任，持续深化李小豹案以案促改工作。要从严教育管理干部，深入开展党纪学习教育，强化党员干部全方位管理和经常性监督，大力弘扬担当实干作风，努力打造高素质专业化干部队伍。要牢固树立正确政绩观，牢牢把握“三新一高”战略导向，坚持实事求是、求真务实，以“功成不必在我、功成必定有我”的责任担当推动高质量发展。要深化正风肃纪反腐，持续保持惩治腐败高压态势，深入整治群众身边不正之风和腐败问题，持续修复净化政治生态。,政府领导到其他城市考察学习或访问,0.0,True,是
江西省,聚焦重点发挥优势全力推动共建一带一路高质量发展,2024-07-05,7月4日，省长叶建春主持召开省参与“一带一路”建设领导小组第十一次会议。他强调，要深入学习贯彻习近平总书记关于推进“一带一路”建设的重要论述和考察江西重要讲话精神，充分认识推进共建“一带一路”建设面临的新形势、新机遇，充分发挥我省优势，坚持聚焦重点、靶向发力，落实落细各项工作，为推进高质量共建“一带一路”作出江西新的更大贡献。。会议听取了去年我省参与“一带一路”建设情况汇报，审议了2024年工作要点及《江西省更好参与共建“一带一路”高质量发展的行动方案》，研究了相关具体问题，对下一步工作进行部署。。叶建春指出，要从贯彻落实习近平总书记重要讲话精神的高度深化认识，以建设内陆开放型经济试验区为契机，更加积极主动融入“一带一路”建设，持续放大我省区位、产业、生态、资源等方面优势，全面提高开放合作水平，加快打造内陆地区改革开放高地。相关各方要主动作为，加强协调，及时研究解决新形势下遇到的新情况新问题，注重与周边省份及沿江沿边省份的沟通协调，持续优化营商环境，既助力江西企业“轻装上阵”参与国际合作竞争，又促进外资更加全面了解江西、提升来赣投资意愿。。就结合江西实际推进高质量共建“一带一路”，叶建春强调，要提升互联互通水平，坚持优化布局，科学统筹资源，为江西企业“走出去”构建更便捷、更低成本的通道，鼓励企业积极参与国家援外项目，促进树立江西良好形象。要巩固拓展务实合作，积极发挥友城平台作用，力争取得务实合作成果，扎实推进相关签约项目，坚定不移推进贸易自由化和投资便利化，深入开展目标化、清单化精准招商，强化资本招商、基金招商，力争招引落地一批优强外资项目。要深化人文交流互鉴，加强民间机构联系，积极宣传推介江西“红、古、绿”文化风情，加强中医药、陶瓷文化交流和旅游合作，讲好讲活中国故事、江西故事。要完善安全保障体系，加快构建境外项目法律支撑服务体系，指导江西企业做好海外风险防范，引导它们做到危地不往、乱地不去、危业不投。,政府领导到其他城市考察学习或访问,0.692386554449627,True,是
江西省,坚持党建引领凝聚发展合力,2024-07-05,近日，省委常委、省委组织部部长庄兆林在宜春调研。他强调，要深入学习贯彻习近平总书记关于党的建设的重要思想和考察江西重要讲话精神，紧紧围绕打造“三大高地”、实施“五大战略”，强化党建引领基层治理，大力加强党员队伍建设，持续激发人才创新活力，为奋力谱写中国式现代化江西篇章提供坚强组织保障。。在铜鼓县排埠镇秋收起义纪念地、大塅镇天柱峰、带溪乡东源村等地，庄兆林详细了解开展党纪学习教育、抓党建促乡村振兴、生态环境保护等工作情况。他强调，要真抓实学、善始善终抓好党纪学习教育，进一步夯实基层基础，坚决守住生态环境安全底线，把党的组织优势转化为发展优势和治理效能。。在宜丰县，庄兆林考察红色粮仓教育培训基地，详细了解红色名村打造情况。他指出，要因地制宜推动红色名村建设，充分挖掘红色资源，统筹推进红色文化传承、村集体经济增收和村民致富。庄兆林还来到江西永兴特钢新能源科技有限公司，实地了解企业研发与生产等情况。他强调，要强化企业引才育才主体地位，聚焦发展所需加大招才引智力度，深化与高校及科研院所的产学研合作，推动创新链产业链资金链人才链深度融合，为企业高质量发展提供有力人才支撑。。在旺旺江西总厂和江西赣能上高综合能源服务项目建设现场，庄兆林走进生产车间、文化长廊，详细了解企业发展、项目进度等情况。他强调，要推动党建工作与生产经营同频共振、相互促进，积极引导鼓励更多高层管理人才和技术骨干加入党的队伍，助推企业做大做优做强。。其间，庄兆林在宜丰县综治中心接访，耐心倾听群众反映的问题，和属地负责同志现场商讨解决办法。,政府领导到其他城市考察学习或访问,0.0,False,否
江西省,以高品质文化供给助力文化强省建设,2024-07-18,7月16日，省委常委、省委宣传部部长卢小青在萍乡调研。她强调，要深入学习贯彻习近平文化思想和习近平总书记考察江西重要讲话精神，聚焦“走在前、勇争先、善作为”的目标要求，加强本地特色文化资源的保护利用，以高品质文化供给助力文化强省建设。。卢小青来到安源路矿工人运动纪念馆和安源路矿工人俱乐部旧址，详细了解当地红色文化资源保护利用情况。她指出，要以建设全国红色基因传承示范区为契机，加大革命文物的保护、管理和运用力度，强化爱国主义教育基地建管用，不断推动红色文化创新创造、融合发展。要将红色文化融入大中小学思想政治教育一体化建设，持续擦亮“红色走读”“红色故事我来讲”等活动品牌，让红色文化滋润心灵、铸魂育人。。在萍乡市文化产业创新创业中心项目建设现场和上栗县宝华工业社区、湘东区江口村、佳禾电声科技有限公司等地，卢小青强调，要以建设市文化产业创新创业中心为契机，推动融媒体中心运营提质增效，着力打造集多种业态为一体的文化产业发展新基地。要深入实施文明实践“赋能提质”行动，聚焦基层群众急难愁盼问题，广泛开展内容丰富、形式多样的文明实践活动，不断满足人民群众对美好生活的向往。要做好农文旅融合发展这篇大文章，发挥驻村艺术家、返乡大学生等作用，加强乡土文化人才培养，大力培育艺术研学、民宿等文旅业态，更好赋能乡村振兴。要推动营商环境持续优化升级，帮助文化企业做强做优。,其他,0.6042960933484979,False,否
江西省,厅部分基层党组织联合开展学纪明法正风铸魂党纪学习教育主题党日活动,2024-07-15,江西省人力资源和社会保障厅 支部动态 厅部分基层党组织联合开展“学纪明法·正风铸魂”党纪学习教育主题党日活动。为深化党纪学习教育，进一步增强党员干部的纪律规矩意识，7月12日下午，省人社厅政策法规处、职工养老保险处、工伤保险处、居民养老保险处、基金监督处和省社会保险管理中心等处室单位基层党组织，与江西和常律师事务所党支部联合开展以“学纪明法·正风铸魂”为主题的党纪学习教育主题党日活动。厅党组成员、副厅长刘克琦，相关基层党组织党员代表30余人参加活动。。此次活动分实地参观和座谈交流两个阶段。第一阶段，全体人员来到位于江西省委党校的江西省党性党风党纪教育馆，在现场讲解员的带领下，依次参观了红色基因教育展厅和党纪教育展厅，观看了《光耀赶考路》纪录片，通过一幅幅图片、一段段文字、一个个视频短片，重温了红色基因在江西孕育和传承的历史，感悟了江西红色大地孕育的井冈山精神、苏区精神、长征精神；回顾了党的纪律建设史上的大事件和我省推动全面从严治党向纵深发展的生动实践，增强了对开展党纪学习教育重要性的深刻理解。在座谈交流阶段，江西和常律师事务所党支部书记作了“党纪与依法行政”的微党课，7位党员代表围绕推动党纪学习教育走深走实交流了学习心得。。座谈会上，刘克琦肯定了这次主题党日活动，并就慎终如始抓好党纪学习教育提出要求。他强调，认识上要再提升。深入贯彻落实习近平总书记近期考察青海、宁夏时的重要讲话精神，坚决克服松劲泄气思想，不折不扣抓好党纪学习教育收官阶段各项工作。学习上要再深化。持续深入学习贯彻习近平总书记关于党的自我革命的重要思想和《中国共产党纪律处分条例》等党纪党规，发扬“挤”和“钻”的精神，切实以学纪知纪明纪促进遵纪守纪执纪。行动上要再实化。坚持以知促行、知行合一，把党纪学习教育与学习贯彻习近平新时代中国特色社会主义思想，与贯彻落实习近平总书记考察江西重要讲话精神，与贯彻落实党中央重大决策部署和省委、省政府工作要求，与推动巡视整改、完成年度重点任务结合起来，突出重点，统筹兼顾，抓好重大改革任务落实和重点调研课题实施，推动企业年金发展及提升“两率”等政策文件出台，推进补充工伤保险试点，实施被征地农民社保政策落实情况验收评估，强化社保基金监管，提升社保经办服务水平，确保全年各项目标任务圆满完成。,其他,0.7110998894295314,False,否
江西省,医保积极支持生育政策新闻发布会在南昌举行,2024-07-17,今天我们举行“推动高质量发展”系列发布会第五场，邀请省医保局党组成员、副局长兰昊先生，待遇保障处处长张少卿先生，医药服务管理处处长奚忠先生，省医疗保险基金管理中心主任金林金先生，介绍“医保积极支持生育政策”有关情况，并回答大家的提问。。大家上午好！非常高兴和媒体朋友们见面，感谢大家长期以来对江西医保事业的关心、支持和帮助。下面，我向大家介绍一下我省医保积极支持生育政策的有关情况。。党的十八大以来，以习近平同志为核心的党中央高度重视人口问题，今年5月，习近平总书记在二十届中央财经委员会第一次会议上指出，人口发展是关系中华民族伟大复兴的大事，必须着力提高人口整体素质，以人口高质量发展支撑中国式现代化。。省医保局深入学习贯彻习近平总书记关于人口工作的重要论述和考察江西重要讲话精神，聚焦“走在前、勇争先、善作为”的目标要求，按照国家医保局统一部署和省委省政府工作要求，持续完善和落实积极生育支持措施，推动基本医疗保险、生育保险和相关经济社会政策配套衔接，为推动构建生育友好型社会、促进我省人口长期均衡发展贡献医保力量。主要体现在三个方面：。第一，强化政策设计，完善生育保险制度。树牢“一盘棋”思想，紧扣全覆盖、保基本、多层次、可持续的原则，加强医保积极支持生育制度体系建设，发挥制度的基础和引领作用。2019年起，我省推动生育保险和职工基本医保合并实施，进一步完善生育保险制度，在全国率先将灵活就业人员纳入生育保险保障范围，明确参加职工基本医保时同步参加生育保险，按规定享受生育医疗费用和生育津贴等医保待遇。截至2023年底，全省生育保险参保人数达412.30万人，较2019年增加了109.17万人，其中灵活就业人员参加生育保险人数达11.32万人。。在门诊保障上：参保女职工和男职工未就业的配偶因孕产检发生的符合条件的门诊费用，由各统筹地区予以定额医保报销。。在住院报销上：参保女职工和男职工未就业的配偶在定点医疗机构住院分娩发生的符合条件的生育医疗费用，按医疗机构等级予以不同比例的医保报销。。在津贴发放上：参保女职工正常分娩的，最低按98天支付，对符合《江西省人口与计划生育条例》规定的，增加60天按158天支付；难产、剖宫产或生育多胞胎的，再叠加享受15天生育津贴；流产或结扎等特殊情况的，按不同天数予以支付。。第二，强化待遇保障，减轻生育医疗负担。实施职工和城乡居民分类保障，逐步缩小制度间、区域间、群体间待遇差距，确保生育医疗待遇公平适度、更加可及。。一是认真落实居民生育医保待遇。对参加城乡居民医保的产妇，在定点医疗机构住院分娩时产生的生育医疗费用，可按规定纳入医保报销。。二是全面放宽生育保险享受条件。落实医保便民惠民若干措施，全面取消享受生育保险待遇附加条件，参保女职工享受基本生育津贴待遇与符合计划生育规定脱钩，取消结婚证、准生证等限制性材料，确保生育津贴及时足额发放。。三是稳步提升生育费用保障水平。去年，我局会同省财政厅出台相关政策，从提高生育门诊费用保障、提高住院分娩报销比例、取消生育住院起付线三方面，进一步提升生育医疗费用保障水平。该政策自2024年1月1日实施后，不论职工和居民，产妇住院分娩均可享受同等报销待遇，按一、二、三级医疗机构政策范围内住院报销比例来看，职工较之前分别增长了5%、10%、5%，居民较之前分别增长了10%、20%、30%。。第三，强化部门协同，完善配套政策措施。坚持以问题为导向，注重部门协同、内外联动，将妇女儿童的参保登记、待遇享受、经办服务一体考虑，完善多重保障机制，广大家庭的生育获得感、幸福感更有成色。,其他,0.9958357830596012,False,否
江西省,强化平台引流助推江西农产品走出去,2024-07-18,7月16日至17日，省委常委梁桂率队赴上海与小红书、盒马等企业洽谈合作。他强调，要深入学习贯彻习近平总书记考察江西重要讲话精神，深化落实省委一号文件部署要求，强化平台引流作用，打造更多爆款产品，推动更多江西优质农产品走出去，助力乡村全面振兴，促进农民增收。。小红书是优质内容分享平台，月活跃用户超3亿，正成为越来越多用户的多元生活方式聚集地。梁桂一行听取了该公司发展情况介绍，与企业负责人就江西农产品与平台的合作进行了深入交流，达成了很多共识，现场见证省农业农村厅与小红书签署合作备忘录。他强调，江西农产品“产得好”，也要“会吆喝”。要借助小红书这样的优质创新平台强化引流，通过各种形式的营销和宣传，打造更多爆品，提升“赣鄱正品”知名度美誉度，吸引更多消费者关注江西农业、爱上江西农产品。。自去年省农业农村厅与盒马（中国）有限公司签订合作框架协议以来，双方合作日益密切，目前全省建成了6个盒马村，604款优质农产品进驻盒马门店，销售额达6000多万元。梁桂对盒马致力于促进乡村振兴、履行社会责任表示赞赏，对双方一年多来的合作成效表示肯定。他强调，要进一步拓展合作领域，着眼促进农民持续增收，加强政策扶持和要素保障，推动更多盒马村落户江西、更多优质农产品进驻商超，着力培育本土供应链企业，在资源共享、优势互补中实现互利共赢，助力江西农业产业化发展水平整体跃升。,其他,0.5265423080491903,False,否
江西省,推动产业链整体迈向中高端,2024-07-17,7月16日，省委常委、常务副省长任珠峰在南昌、抚州调研装备制造、有色金属产业链高质量发展工作，并召开企业座谈会。。在江西百胜智能科技股份有限公司、抚州比亚迪实业有限公司、江西中志精密机械有限公司等企业，任珠峰进车间、看产品、问诉求，向企业负责人详细了解生产经营、技术研发和产品应用等情况。他强调，要深入学习贯彻习近平总书记关于新质生产力的重要论述和考察江西重要讲话精神，以科技创新为引领，专注实业、深耕主业，持续推进装备制造、有色金属产业链整体迈向中高端，为全省经济社会高质量发展注入更多新质生产力。。随后，任珠峰在抚州市主持召开企业座谈会，听取两条产业链重点企业代表发言，并请省直有关部门现场回应企业提出的意见建议和诉求。他强调，装备制造、有色金属两条产业链链条长、涉及面广、牵引作用大，对于推动全省经济持续向好具有重要的引领、支撑作用。各地及省直相关部门要切实强化链式思维，做实“链长+链主+专班”工作机制，优化政策供给，强化要素保障，实化帮扶举措，常态化、清单化、项目化推进产业链延链补链强链，不断提升产业能级。他指出，企业是产业链做大做强的关键所在，希望企业坚定信心、保持定力，立足自身特色、发挥比较优势，不断做大规模、做强品牌，持续提升企业竞争力，争当行业标杆；同时，坚决履行好安全生产主体责任，加大人防物防技防投入力度，不断织密织牢安全生产防护网。,其他,0.7620831419520901,True,是
江西省,省领导调研指导全省气象工作,2024-07-15,7月12日，江西省副省长张莹走访调研省气象局，充分肯定江西气象高质量发展势头强劲、潜力巨大，强调要坚决筑牢气象防灾减灾“第一道防线”，在全方位服务保障经济社会发展和人民生命安全中发挥应有作用，努力将气象高质量发展蓝图转化为气象事业发展的美好现实。。张莹一行察看了人工增雨作业和应急保障装备，详细了解人工影响天气作业规范，慰问关切工作人员。随后，实地调研智气象空间、气象影视服务业务平台，详细了解强降水“631”风险预警工作机制、通用航空气象服务平台、气象大数据平台、奇象风云文旅康养直播电商大平台等运行情况，听取了气象监测预报预警服务、生态气象服务、农业气象服务等业务情况汇报，并召开调研座谈会。。座谈会上，张莹听取了省气象局党组书记、局长傅敏宁关于全省气象高质量发展情况的汇报，对气象工作取得的成绩给予高度肯定。她指出，全省气象系统干部职工深入学习贯彻落实习近平总书记考察江西重要讲话精神，敢于探索、善于作为，推动气象工作整体水平全面提升，特别是气象防灾减灾成效显著，气象社会服务亮点纷呈，气象重点工作成绩突出，在服务经济社会发展、护佑人民安全福祉等方面作出了重要贡献。。张莹指出，气象事业事关人民群众生命财产安全，事关经济社会稳定发展。她强调，全省气象部门要筑牢“第一道防线”，将防汛抢险救灾气象服务作为当前首要政治任务，全力做好气象监测预报预警服务，严格落实强降水“631”叫应机制，做好“五防”气象服务，把握防汛工作主动权；要强化科技创新引领，大力推进5G、大数据、人工智能等新技术在气象领域的融合应用，培育和发展气象领域新质生产力，深化与科研院所、高校和企业合作，强化科技创新平台建设；要提升监测预报能力，以全国气象高质量发展先行试点工作验收为契机，围绕监测精密、预报精准、服务精细，加快推进“十四五”气象重点工程建设实施，积极谋划“十五五”预研工作，发挥好国债资金效益，及时将项目成效转化为气象业务服务能力。。张莹要求，气象部门要主动融入、积极作为，服务经济社会高质量发展，发挥气象在现代化经济体系中的生产要素作用，聚焦航空、农业、文旅康养、生态等各领域需求，深入开展“气象+”行动，统筹发挥好“趋利”“避害”双重作用；要高效开展人工影响天气作业，加强高温监测，强化雨情、水情、墒情等联合预报，充分发挥飞机、火箭空地立体化、联动作业优势，做好增雨作业准备，加强人工影响天气作业安全管理；深入贯彻落实省委“大抓落实年”部署要求，深化全面从严治党，持续改进作风，加快推进气象人才队伍高质量发展，在谱写中国式现代化气象篇章和江西篇章的具体实践中奋勇争先、敢作善为。。省政府办公厅副主任谢达贵随同调研。省气象局在昌领导班子成员，局各内设机构、直属各单位，江西信息应用职业技术学院主要负责同志参加座谈会。,政府领导到其他城市考察学习或访问,0.7017137515151103,True,是
